,Date,Home_Team,Away_Team,Spread_Result,Line,O/U_Result
23375,2016-02-08,DET,TOR,,-2.0,
23376,2016-02-10,MIN,TOR,,-6.0,
23377,2016-02-19,CHI,TOR,,-7.5,
23378,2016-02-21,TOR,MEM,,,
23379,2016-02-22,NYK,TOR,,-4.0,
23380,2016-02-24,TOR,MIN,,,
23381,2016-02-26,TOR,CLE,,,
23382,2016-02-28,DET,TOR,,1.5,
23383,2016-03-02,TOR,UTA,,,
23384,2016-03-04,TOR,POR,,,
23385,2016-03-06,TOR,HOU,,,
23386,2016-03-08,TOR,BRK,,,
23387,2016-03-10,TOR,ATL,,,
23388,2016-03-12,TOR,MIA,,,
23389,2016-03-14,TOR,CHI,,,
23390,2016-03-15,MIL,TOR,,1.5,
23391,2016-03-17,IND,TOR,,1.5,
23392,2016-03-18,TOR,BOS,,,
23393,2016-03-20,TOR,ORL,,,
23394,2016-03-23,BOS,TOR,,3.5,
23395,2016-03-25,HOU,TOR,,-1.0,
23396,2016-03-26,NOP,TOR,,-11.0,
23397,2016-03-28,TOR,OKC,,,
23398,2016-03-30,TOR,ATL,,,
23399,2016-04-01,MEM,TOR,,-5.5,
23400,2016-04-02,SAS,TOR,,13.5,
23401,2016-04-05,TOR,CHO,,,
23402,2016-04-07,ATL,TOR,,5.0,
23403,2016-04-08,TOR,IND,,,
23404,2016-04-10,NYK,TOR,,-6.5,
23405,2016-04-12,TOR,PHI,,,
23406,2016-04-13,BRK,TOR,,-5.5,
23407,2016-04-16,TOR,IND,,,
23408,2016-04-18,TOR,IND,,,
23409,2016-04-21,IND,TOR,,-1.0,
23410,2016-04-23,IND,TOR,,-1.0,
23411,2016-04-26,TOR,IND,,,
23412,2016-04-29,IND,TOR,,2.0,
23413,2016-05-01,TOR,IND,,,
23414,2016-05-03,TOR,MIA,,,
23415,2016-05-05,TOR,MIA,,,
23416,2016-05-07,MIA,TOR,,5.0,
23417,2016-05-09,MIA,TOR,,4.5,
23418,2016-05-11,TOR,MIA,,,
23419,2016-05-13,MIA,TOR,,3.5,
23420,2016-05-15,TOR,MIA,,,
23421,2016-05-17,CLE,TOR,,11.5,
23422,2016-05-19,CLE,TOR,,11.5,
23423,2016-05-21,TOR,CLE,,,
23424,2016-05-23,TOR,CLE,,,
23425,2016-05-25,CLE,TOR,,11.0,
23426,2016-05-27,TOR,CLE,,,
23427,2016-10-26,TOR,DET,,,
23428,2016-10-28,TOR,CLE,,,
23429,2016-10-31,TOR,DEN,,,
23430,2016-11-02,WAS,TOR,,1.0,
23431,2016-11-04,TOR,MIA,,,
23432,2016-11-06,TOR,SAC,,,
23433,2016-11-09,OKC,TOR,,3.0,
23434,2016-11-11,CHO,TOR,,-1.0,
23435,2016-11-12,TOR,NYK,,,
23436,2016-11-15,CLE,TOR,,6.0,
23437,2016-11-16,TOR,GSW,,,
23438,2016-11-18,DEN,TOR,,-3.5,
23439,2016-11-20,SAC,TOR,,-3.5,
23440,2016-11-21,LAC,TOR,,9.0,
23441,2016-11-23,HOU,TOR,,4.0,
23442,2016-11-25,MIL,TOR,,-3.5,
23443,2016-11-28,TOR,PHI,,,
23444,2016-11-30,TOR,MEM,,,
23445,2016-12-02,TOR,LAL,,,
23446,2016-12-03,TOR,ATL,,,
23447,2016-12-05,TOR,CLE,,,
23448,2016-12-08,TOR,MIN,,,
23449,2016-12-09,BOS,TOR,,2.5,
23450,2016-12-12,TOR,MIL,,,
23451,2016-12-14,PHI,TOR,,-8.0,
23452,2016-12-16,TOR,ATL,,,
23453,2016-12-18,ORL,TOR,,-5.5,
23454,2016-12-20,TOR,BRK,,,
23455,2016-12-23,UTA,TOR,,1.0,
23456,2016-12-26,POR,TOR,,-8.0,
23457,2016-12-28,GSW,TOR,,9.5,
23458,2016-12-29,PHO,TOR,,-8.5,
23459,2017-01-01,LAL,TOR,,-8.0,
23460,2017-01-03,SAS,TOR,,6.0,
23461,2017-01-05,TOR,UTA,,,
23462,2017-01-07,CHI,TOR,,-1.5,
23463,2017-01-08,TOR,HOU,,,
23464,2017-01-10,TOR,BOS,,,
23465,2017-01-13,TOR,BRK,,,
23466,2017-01-15,TOR,NYK,,,
23467,2017-01-17,BRK,TOR,,-8.0,
23468,2017-01-18,PHI,TOR,,-6.0,
23469,2017-01-20,CHO,TOR,,2.0,
23470,2017-01-22,TOR,PHO,,,
23471,2017-01-24,TOR,SAS,,,
23472,2017-01-25,MEM,TOR,,5.0,
23473,2017-01-27,TOR,MIL,,,
23474,2017-01-29,TOR,ORL,,,
23475,2017-01-31,TOR,NOP,,,
23476,2017-02-01,BOS,TOR,,6.0,
23477,2017-02-03,ORL,TOR,,-5.0,
23478,2017-02-05,BRK,TOR,,-6.5,
23479,2017-02-06,TOR,LAC,,,
23480,2017-02-08,MIN,TOR,,-3.0,
23481,2017-02-12,TOR,DET,,,
23482,2017-02-14,CHI,TOR,,-4.0,
23483,2017-02-15,TOR,CHO,,,
23484,2017-02-24,TOR,BOS,,,
23485,2017-02-26,TOR,POR,,,
23486,2017-02-27,NYK,TOR,,-3.5,
23487,2017-03-01,TOR,WAS,,,
23488,2017-03-03,WAS,TOR,,5.0,
23489,2017-03-04,MIL,TOR,,1.5,
23490,2017-03-08,NOP,TOR,,3.0,
23491,2017-03-10,ATL,TOR,,3.0,
23492,2017-03-11,MIA,TOR,,6.0,
23493,2017-03-13,TOR,DAL,,,
23494,2017-03-16,TOR,OKC,,,
23495,2017-03-17,DET,TOR,,3.5,
23496,2017-03-19,TOR,IND,,,
23497,2017-03-21,TOR,CHI,,,
23498,2017-03-23,MIA,TOR,,4.0,
23499,2017-03-25,DAL,TOR,,1.0,
23500,2017-03-27,TOR,ORL,,,
23501,2017-03-29,TOR,CHO,,,
23502,2017-03-31,TOR,IND,,,
23503,2017-04-02,TOR,PHI,,,
23504,2017-04-04,IND,TOR,,3.0,
23505,2017-04-05,DET,TOR,,-3.0,
23506,2017-04-07,TOR,MIA,,,
23507,2017-04-09,NYK,TOR,,-9.0,
23508,2017-04-12,CLE,TOR,,-4.0,
23509,2017-04-15,TOR,MIL,,,
23510,2017-04-18,TOR,MIL,,,
23511,2017-04-20,MIL,TOR,,2.0,
23512,2017-04-22,MIL,TOR,,2.5,
23513,2017-04-24,TOR,MIL,,,
23514,2017-04-27,MIL,TOR,,1.5,
23515,2017-05-01,CLE,TOR,,7.0,
23516,2017-05-03,CLE,TOR,,7.0,
23517,2017-05-05,TOR,CLE,,,
23518,2017-05-07,TOR,CLE,,,
23519,2017-10-19,TOR,CHI,,,
23520,2017-10-21,TOR,PHI,,,
23521,2017-10-23,SAS,TOR,,,
23522,2017-10-25,GSW,TOR,,,
23523,2017-10-27,LAL,TOR,,,
23524,2017-10-30,POR,TOR,,,
23525,2017-11-01,DEN,TOR,,2.0,
23526,2017-11-03,UTA,TOR,,2.0,
23527,2017-11-05,TOR,WAS,,,
23528,2017-11-07,TOR,CHI,,,
23529,2017-11-09,TOR,NOP,,,
23530,2017-11-12,BOS,TOR,,-4.0,
23531,2017-11-14,HOU,TOR,,6.5,
23532,2017-11-15,NOP,TOR,,3.0,
23533,2017-11-17,TOR,NYK,,,
23534,2017-11-19,TOR,WAS,,,
23535,2017-11-22,NYK,TOR,,-4.0,
23536,2017-11-24,IND,TOR,,-2.0,
23537,2017-11-25,ATL,TOR,,-6.5,
23538,2017-11-29,TOR,CHO,,,
23539,2017-12-01,TOR,IND,,,
23540,2017-12-05,TOR,PHO,,,
23541,2017-12-08,MEM,TOR,,-5.5,
23542,2017-12-10,SAC,TOR,,-9.0,
23543,2017-12-11,LAC,TOR,,-6.0,
23544,2017-12-13,PHO,TOR,,-12.0,
23545,2017-12-15,TOR,BRK,,,
23546,2017-12-17,TOR,SAC,,,
23547,2017-12-20,CHO,TOR,,-2.0,
23548,2017-12-21,PHI,TOR,,-4.0,
23549,2017-12-23,TOR,PHI,,,
23550,2017-12-26,DAL,TOR,,-6.0,
23551,2017-12-27,OKC,TOR,,3.5,
23552,2017-12-29,TOR,ATL,,,
23553,2018-01-01,TOR,MIL,,,
23554,2018-01-03,CHI,TOR,,-4.5,
23555,2018-01-05,MIL,TOR,,1.0,
23556,2018-01-08,BRK,TOR,,-7.5,
23557,2018-01-09,TOR,MIA,,,
23558,2018-01-11,TOR,CLE,,,
23559,2018-01-13,TOR,GSW,,,
23560,2018-01-15,PHI,TOR,,-1.5,
23561,2018-01-17,TOR,DET,,,
23562,2018-01-19,TOR,SAS,,,
23563,2018-01-20,MIN,TOR,,-1.5,
23564,2018-01-24,ATL,TOR,,-6.5,
23565,2018-01-26,TOR,UTA,,,
23566,2018-01-28,TOR,LAL,,,
23567,2018-01-30,TOR,MIN,,,
23568,2018-02-01,WAS,TOR,,-4.0,
23569,2018-02-02,TOR,POR,,,
23570,2018-02-04,TOR,MEM,,,
23571,2018-02-06,TOR,BOS,,,
23572,2018-02-08,TOR,NYK,,,
23573,2018-02-11,CHO,TOR,,-3.5,
23574,2018-02-13,TOR,MIA,,,
23575,2018-02-14,CHI,TOR,,-6.5,
23576,2018-02-23,TOR,MIL,,,
23577,2018-02-26,TOR,DET,,,
23578,2018-02-28,ORL,TOR,,-9.0,
23579,2018-03-02,WAS,TOR,,-3.0,
23580,2018-03-04,TOR,CHO,,,
23581,2018-03-06,TOR,ATL,,,
23582,2018-03-07,DET,TOR,,-4.5,
23583,2018-03-09,TOR,HOU,,,
23584,2018-03-11,NYK,TOR,,-10.0,
23585,2018-03-13,BRK,TOR,,-9.0,
23586,2018-03-15,IND,TOR,,-4.0,
23587,2018-03-16,TOR,DAL,,,
23588,2018-03-18,TOR,OKC,,,
23589,2018-03-20,ORL,TOR,,-9.5,
23590,2018-03-21,CLE,TOR,,-1.5,
23591,2018-03-23,TOR,BRK,,,
23592,2018-03-25,TOR,LAC,,,
23593,2018-03-27,TOR,DEN,,,
23594,2018-03-31,BOS,TOR,,-4.5,
23595,2018-04-03,CLE,TOR,,1.5,
23596,2018-04-04,TOR,BOS,,,
23597,2018-04-06,TOR,IND,,,
23598,2018-04-08,TOR,ORL,,,
23599,2018-04-09,DET,TOR,,-6.0,
23600,2018-04-11,MIA,TOR,,2.5,
23601,2018-04-14,TOR,WAS,,,
23602,2018-04-17,TOR,WAS,,,
23603,2018-04-20,WAS,TOR,,1.0,
23604,2018-04-22,WAS,TOR,,-1.5,
23605,2018-04-25,TOR,WAS,,,
23606,2018-04-27,WAS,TOR,,-2.0,
23607,2018-05-01,TOR,CLE,,,
23608,2018-05-03,TOR,CLE,,,
23609,2018-05-05,CLE,TOR,,4.5,
23610,2018-05-07,CLE,TOR,,5.0,
23611,2018-10-17,TOR,CLE,,,
23612,2018-10-19,TOR,BOS,,,
23613,2018-10-20,WAS,TOR,,,
23614,2018-10-22,TOR,CHO,,,
23615,2018-10-24,TOR,MIN,,,
23616,2018-10-26,TOR,DAL,,,
23617,2018-10-29,MIL,TOR,,,
23618,2018-10-30,TOR,PHI,,,
23619,2018-11-02,PHO,TOR,,,
23620,2018-11-04,LAL,TOR,,,
23621,2018-11-05,UTA,TOR,,,
23622,2018-11-07,SAC,TOR,,,
23623,2018-11-10,TOR,NYK,,,
23624,2018-11-12,TOR,NOP,,,
23625,2018-11-14,TOR,DET,,,
23626,2018-11-16,BOS,TOR,,,
23627,2018-11-17,CHI,TOR,,,
23628,2018-11-20,ORL,TOR,,,
23629,2018-11-21,ATL,TOR,,,
23630,2018-11-23,TOR,WAS,,,
23631,2018-11-25,TOR,MIA,,,
23632,2018-11-27,MEM,TOR,,,
23633,2018-11-29,TOR,GSW,,,
23634,2018-12-01,CLE,TOR,,,
23635,2018-12-03,TOR,DEN,,,
23636,2018-12-05,TOR,PHI,,,
23637,2018-12-07,BRK,TOR,,,
23638,2018-12-09,TOR,MIL,,,
23639,2018-12-11,LAC,TOR,,,
23640,2018-12-12,GSW,TOR,,,
23641,2018-12-14,POR,TOR,,,
23642,2018-12-16,DEN,TOR,,,
23643,2018-12-19,TOR,IND,,,
23644,2018-12-21,TOR,CLE,,,
23645,2018-12-22,PHI,TOR,,,
23646,2018-12-26,MIA,TOR,,,
23647,2018-12-28,ORL,TOR,,,
23648,2018-12-30,TOR,CHI,,,
23649,2019-01-01,TOR,UTA,,,
23650,2019-01-03,SAS,TOR,,,
23651,2019-01-05,MIL,TOR,,,
23652,2019-01-06,TOR,IND,,,
23653,2019-01-08,TOR,ATL,,,
23654,2019-01-11,TOR,BRK,,,
23655,2019-01-13,WAS,TOR,,,
23656,2019-01-16,BOS,TOR,,,
23657,2019-01-17,TOR,PHO,,,
23658,2019-01-19,TOR,MEM,,,
23659,2019-01-22,TOR,SAC,,,
23660,2019-01-23,IND,TOR,,,
23661,2019-01-25,HOU,TOR,,,
23662,2019-01-27,DAL,TOR,,,
23663,2019-01-31,TOR,MIL,,,
23664,2019-02-03,TOR,LAC,,,
23665,2019-02-05,PHI,TOR,,,
23666,2019-02-07,ATL,TOR,,,
23667,2019-02-09,NYK,TOR,,,
23668,2019-02-11,TOR,BRK,,,
23669,2019-02-13,TOR,WAS,,,
23670,2019-02-22,TOR,SAS,,,
23671,2019-02-24,TOR,ORL,,,
23672,2019-02-26,TOR,BOS,,,
23673,2019-03-01,TOR,POR,,,
23674,2019-03-03,DET,TOR,,,
23675,2019-03-05,TOR,HOU,,,
23676,2019-03-08,NOP,TOR,,,
23677,2019-03-10,MIA,TOR,,,
23678,2019-03-11,CLE,TOR,,,
23679,2019-03-14,TOR,LAL,,,
23680,2019-03-17,DET,TOR,,,
23681,2019-03-18,TOR,NYK,,,
23682,2019-03-20,OKC,TOR,,,
23683,2019-03-22,TOR,OKC,,,
23684,2019-03-24,TOR,CHO,,,
23685,2019-03-26,TOR,CHI,,,
23686,2019-03-28,NYK,TOR,,,
23687,2019-03-30,CHI,TOR,,,
23688,2019-04-01,TOR,ORL,,,
23689,2019-04-03,BRK,TOR,,,
23690,2019-04-05,CHO,TOR,,,
23691,2019-04-07,TOR,MIA,,,
23692,2019-04-09,MIN,TOR,,,
23693,2019-04-13,TOR,ORL,,,
23694,2019-04-16,TOR,ORL,,,
23695,2019-04-19,ORL,TOR,,,
23696,2019-04-21,ORL,TOR,,,
23697,2019-04-23,TOR,ORL,,,
23698,2019-04-27,TOR,PHI,,,
23699,2019-04-29,TOR,PHI,,,
23700,2019-05-02,PHI,TOR,,,
23701,2019-05-05,PHI,TOR,,,
23702,2019-05-07,TOR,PHI,,,
23703,2019-05-09,PHI,TOR,,,
23704,2019-05-12,TOR,PHI,,,
23705,2019-05-15,MIL,TOR,,,
23706,2019-05-17,MIL,TOR,,,
23707,2019-05-19,TOR,MIL,,,
23708,2019-05-21,TOR,MIL,,,
23709,2019-05-23,MIL,TOR,,,
23710,2019-05-25,TOR,MIL,,,
23711,2019-05-30,TOR,GSW,,,
23712,2019-06-02,TOR,GSW,,,
23713,2019-06-05,GSW,TOR,,,
23714,2019-06-07,GSW,TOR,,,
23715,2019-06-10,TOR,GSW,,,
23716,2019-06-13,GSW,TOR,,,
23717,2019-10-22,TOR,NOP,,,
23718,2019-10-25,BOS,TOR,,,
23719,2019-10-26,CHI,TOR,,,
23720,2019-10-28,TOR,ORL,,,
23721,2019-10-30,TOR,DET,,,
23722,2019-11-02,MIL,TOR,,,
23723,2019-11-06,TOR,SAC,,,
23724,2019-11-08,NOP,TOR,,,
23725,2019-11-10,LAL,TOR,,,
23726,2019-11-11,LAC,TOR,,,
23727,2019-11-13,POR,TOR,,,
23728,2019-11-16,DAL,TOR,,,
23729,2019-11-18,TOR,CHO,,,
23730,2019-11-20,TOR,ORL,,,
23731,2019-11-23,ATL,TOR,,,
23732,2019-11-25,TOR,PHI,,,
23733,2019-11-27,TOR,NYK,,,
23734,2019-11-29,ORL,TOR,,,
23735,2019-12-01,TOR,UTA,,,
23736,2019-12-03,TOR,MIA,,,
23737,2019-12-05,TOR,HOU,,,
23738,2019-12-08,PHI,TOR,,,
23739,2019-12-09,CHI,TOR,,,
23740,2019-12-11,TOR,LAC,,,
23741,2019-12-14,TOR,BRK,,,
23742,2019-12-16,TOR,CLE,,,
23743,2019-12-18,DET,TOR,,,
23744,2019-12-20,TOR,WAS,,,
23745,2019-12-22,TOR,DAL,,,
23746,2019-12-23,IND,TOR,,,
23747,2019-12-25,TOR,BOS,,,
23748,2019-12-28,BOS,TOR,,,
23749,2019-12-29,TOR,OKC,,,
23750,2019-12-31,TOR,CLE,,,
23751,2020-01-02,MIA,TOR,,,
23752,2020-01-04,BRK,TOR,,,
23753,2020-01-07,TOR,POR,,,
23754,2020-01-08,CHO,TOR,,,
23755,2020-01-12,TOR,SAS,,,
23756,2020-01-15,OKC,TOR,,,
23757,2020-01-17,TOR,WAS,,,
23758,2020-01-18,MIN,TOR,,,
23759,2020-01-20,ATL,TOR,,,
23760,2020-01-22,TOR,PHI,,,
23761,2020-01-24,NYK,TOR,,,
23762,2020-01-26,SAS,TOR,,,
23763,2020-01-28,TOR,ATL,,,
23764,2020-01-30,CLE,TOR,,,
23765,2020-01-31,DET,TOR,,,
23766,2020-02-02,TOR,CHI,,,
23767,2020-02-05,TOR,IND,,,
23768,2020-02-07,IND,TOR,,,
23769,2020-02-08,TOR,BRK,,,
23770,2020-02-10,TOR,MIN,,,
23771,2020-02-12,BRK,TOR,,,
23772,2020-02-21,TOR,PHO,,,
23773,2020-02-23,TOR,IND,,,
23774,2020-02-25,TOR,MIL,,,
23775,2020-02-28,TOR,CHO,,,
23776,2020-03-01,DEN,TOR,,,
23777,2020-03-03,PHO,TOR,,,
23778,2020-03-05,GSW,TOR,,,
23779,2020-03-08,SAC,TOR,,,
23780,2020-03-09,UTA,TOR,,,
23781,2020-08-01,TOR,LAL,,,
23782,2020-08-03,MIA,TOR,,,
23783,2020-08-05,ORL,TOR,,,
23784,2020-08-07,TOR,BOS,,,
23785,2020-08-09,TOR,MEM,,,
23786,2020-08-10,MIL,TOR,,,
23787,2020-08-12,PHI,TOR,,,
23788,2020-08-14,TOR,DEN,,,
23789,2020-08-17,TOR,BRK,,,
23790,2020-08-19,TOR,BRK,,,
23791,2020-08-21,BRK,TOR,,,
23792,2020-08-23,BRK,TOR,,,
23793,2020-08-30,TOR,BOS,,,
23794,2020-09-01,TOR,BOS,,,
23795,2020-09-03,BOS,TOR,,,
23796,2020-09-05,BOS,TOR,,,
23797,2020-09-07,TOR,BOS,,,
23798,2020-09-09,BOS,TOR,,,
23799,2020-09-11,TOR,BOS,,,
23800,2020-12-23,TOR,NOP,,,
23801,2020-12-26,SAS,TOR,,,
23802,2020-12-29,PHI,TOR,,,
23803,2020-12-31,TOR,NYK,,,
23804,2021-01-02,NOP,TOR,,,
23805,2021-01-04,TOR,BOS,,,
23806,2021-01-06,PHO,TOR,,,
23807,2021-01-08,SAC,TOR,,,
23808,2021-01-10,GSW,TOR,,,
23809,2021-01-11,POR,TOR,,,
23810,2021-01-14,TOR,CHO,,,
23811,2021-01-16,TOR,CHO,,,
23812,2021-01-18,TOR,DAL,,,
23813,2021-01-20,TOR,MIA,,,
23814,2021-01-22,TOR,MIA,,,
23815,2021-01-24,IND,TOR,,,
23816,2021-01-25,IND,TOR,,,
23817,2021-01-27,TOR,MIL,,,
23818,2021-01-29,TOR,SAC,,,
23819,2021-01-31,TOR,ORL,,,
23820,2021-02-02,ORL,TOR,,,
23821,2021-02-05,BRK,TOR,,,
23822,2021-02-06,ATL,TOR,,,
23823,2021-02-08,MEM,TOR,,,
23824,2021-02-10,WAS,TOR,,,
23825,2021-02-11,BOS,TOR,,,
23826,2021-02-14,TOR,MIN,,,
23827,2021-02-16,MIL,TOR,,,
23828,2021-02-18,MIL,TOR,,,
23829,2021-02-19,MIN,TOR,,,
23830,2021-02-21,TOR,PHI,,,
23831,2021-02-23,TOR,PHI,,,
23832,2021-02-24,MIA,TOR,,,
23833,2021-02-26,TOR,HOU,,,
23834,2021-03-03,TOR,DET,,,
23835,2021-03-04,BOS,TOR,,,
23836,2021-03-11,TOR,ATL,,,
23837,2021-03-13,CHO,TOR,,,
23838,2021-03-14,CHI,TOR,,,
23839,2021-03-17,DET,TOR,,,
23840,2021-03-19,TOR,UTA,,,
23841,2021-03-21,CLE,TOR,,,
23842,2021-03-22,HOU,TOR,,,
23843,2021-03-24,TOR,DEN,,,
23844,2021-03-26,TOR,PHO,,,
23845,2021-03-28,TOR,POR,,,
23846,2021-03-29,DET,TOR,,,
23847,2021-03-31,OKC,TOR,,,
23848,2021-04-02,TOR,GSW,,,
23849,2021-04-05,TOR,WAS,,,
23850,2021-04-06,TOR,LAL,,,
23851,2021-04-08,TOR,CHI,,,
23852,2021-04-10,CLE,TOR,,,
23853,2021-04-11,NYK,TOR,,,
23854,2021-04-13,TOR,ATL,,,
23855,2021-04-14,TOR,SAS,,,
23856,2021-04-16,TOR,ORL,,,
23857,2021-04-18,TOR,OKC,,,
23858,2021-04-21,TOR,BRK,,,
23859,2021-04-24,NYK,TOR,,,
23860,2021-04-26,TOR,CLE,,,
23861,2021-04-27,TOR,BRK,,,
23862,2021-04-29,DEN,TOR,,,
23863,2021-05-01,UTA,TOR,,,
23864,2021-05-02,LAL,TOR,,,
23865,2021-05-04,LAC,TOR,,,
23866,2021-05-06,TOR,WAS,,,
23867,2021-05-08,TOR,MEM,,,
23868,2021-05-11,TOR,LAC,,,
23869,2021-05-13,CHI,TOR,,,
23870,2021-05-14,DAL,TOR,,,
23871,2021-05-16,TOR,IND,,,
23872,2021-10-20,TOR,WAS,,,
23873,2021-10-22,BOS,TOR,,,
23874,2021-10-23,TOR,DAL,,,
23875,2021-10-25,TOR,CHI,,,
23876,2021-10-27,TOR,IND,,,
23877,2021-10-29,TOR,ORL,,,
23878,2021-10-30,IND,TOR,,,
23879,2021-11-01,NYK,TOR,,,
23880,2021-11-03,WAS,TOR,,,
23881,2021-11-05,TOR,CLE,,,
23882,2021-11-07,TOR,BRK,,,
23883,2021-11-10,BOS,TOR,,,
23884,2021-11-11,PHI,TOR,,,
23885,2021-11-13,TOR,DET,,,
23886,2021-11-15,POR,TOR,,,
23887,2021-11-18,UTA,TOR,,,
23888,2021-11-19,SAC,TOR,,,
23889,2021-11-21,GSW,TOR,,,
23890,2021-11-24,MEM,TOR,,,
23891,2021-11-26,IND,TOR,,,
23892,2021-11-28,TOR,BOS,,,
23893,2021-11-30,TOR,MEM,,,
23894,2021-12-02,TOR,MIL,,,
23895,2021-12-05,TOR,WAS,,,
23896,2021-12-08,TOR,OKC,,,
23897,2021-12-10,TOR,NYK,,,
23898,2021-12-13,TOR,SAC,,,
23899,2021-12-14,BRK,TOR,,,
23900,2021-12-18,TOR,GSW,,,
23901,2021-12-26,CLE,TOR,,,
23902,2021-12-28,TOR,PHI,,,
23903,2021-12-31,TOR,LAC,,,
23904,2022-01-02,TOR,NYK,,,
23905,2022-01-04,TOR,SAS,,,
23906,2022-01-05,MIL,TOR,,,
23907,2022-01-07,TOR,UTA,,,
23908,2022-01-09,TOR,NOP,,,
23909,2022-01-11,TOR,PHO,,,
23910,2022-01-14,DET,TOR,,,
23911,2022-01-15,MIL,TOR,,,
23912,2022-01-17,MIA,TOR,,,
23913,2022-01-19,DAL,TOR,,,
23914,2022-01-21,WAS,TOR,,,
23915,2022-01-23,TOR,POR,,,
23916,2022-01-25,TOR,CHO,,,
23917,2022-01-26,CHI,TOR,,,
23918,2022-01-29,MIA,TOR,,,
23919,2022-01-31,ATL,TOR,,,
23920,2022-02-01,TOR,MIA,,,
23921,2022-02-03,TOR,CHI,,,
23922,2022-02-04,TOR,ATL,,,
23923,2022-02-07,CHO,TOR,,,
23924,2022-02-09,OKC,TOR,,,
23925,2022-02-10,HOU,TOR,,,
23926,2022-02-12,TOR,DEN,,,
23927,2022-02-14,NOP,TOR,,,
23928,2022-02-16,MIN,TOR,,,
23929,2022-02-25,CHO,TOR,,,
23930,2022-02-26,ATL,TOR,,,
23931,2022-02-28,BRK,TOR,,,
23932,2022-03-01,TOR,BRK,,,
23933,2022-03-03,TOR,DET,,,
23934,2022-03-04,TOR,ORL,,,
23935,2022-03-06,CLE,TOR,,,
23936,2022-03-09,SAS,TOR,,,
23937,2022-03-11,PHO,TOR,,,
23938,2022-03-12,DEN,TOR,,,
23939,2022-03-14,LAL,TOR,,,
23940,2022-03-16,LAC,TOR,,,
23941,2022-03-18,TOR,LAL,,,
23942,2022-03-20,PHI,TOR,,,
23943,2022-03-21,CHI,TOR,,,
23944,2022-03-24,TOR,CLE,,,
23945,2022-03-26,TOR,IND,,,
23946,2022-03-28,TOR,BOS,,,
23947,2022-03-30,TOR,MIN,,,
23948,2022-04-01,ORL,TOR,,,
23949,2022-04-03,TOR,MIA,,,
23950,2022-04-05,TOR,ATL,,,
23951,2022-04-07,TOR,PHI,,,
23952,2022-04-08,TOR,HOU,,,
23953,2022-04-10,NYK,TOR,,,
23954,2022-04-16,PHI,TOR,,,
23955,2022-04-18,PHI,TOR,,,
23956,2022-04-20,TOR,PHI,,,
23957,2022-04-23,TOR,PHI,,,
23958,2022-04-25,PHI,TOR,,,
23959,2022-04-28,TOR,PHI,,,
23960,2012-10-31,UTA,DAL,,,
23961,2012-11-02,NOH,UTA,,-3.5,
23962,2012-11-03,SAS,UTA,,7.5,
23963,2012-11-05,MEM,UTA,,5.0,
23964,2012-11-07,UTA,LAL,,,
23965,2012-11-09,DEN,UTA,,5.5,
23966,2012-11-10,UTA,PHO,,,
23967,2012-11-12,TOR,UTA,,-3.0,
23968,2012-11-14,BOS,UTA,,5.0,
23969,2012-11-16,PHI,UTA,,1.5,
23970,2012-11-17,WAS,UTA,,-3.5,
23971,2012-11-19,UTA,HOU,,,
23972,2012-11-23,UTA,SAC,,,
23973,2012-11-24,SAC,UTA,,-1.0,
23974,2012-11-26,UTA,DEN,,,
23975,2012-11-28,NOH,UTA,,-3.0,
23976,2012-11-30,OKC,UTA,,9.5,
23977,2012-12-01,HOU,UTA,,6.5,
23978,2012-12-03,UTA,LAC,,,
23979,2012-12-05,UTA,ORL,,,
23980,2012-12-07,UTA,TOR,,,
23981,2012-12-09,LAL,UTA,,7.5,
23982,2012-12-12,UTA,SAS,,,
23983,2012-12-14,PHO,UTA,,-1.5,
23984,2012-12-15,UTA,MEM,,,
23985,2012-12-18,BRK,UTA,,4.5,
23986,2012-12-19,IND,UTA,,3.5,
23987,2012-12-22,MIA,UTA,,7.5,
23988,2012-12-23,ORL,UTA,,1.0,
23989,2012-12-26,UTA,GSW,,,
23990,2012-12-28,UTA,LAC,,,
23991,2012-12-30,LAC,UTA,,10.5,
23992,2013-01-02,UTA,MIN,,,
23993,2013-01-04,PHO,UTA,,1.5,
23994,2013-01-05,DEN,UTA,,10.0,
23995,2013-01-07,UTA,DAL,,,
23996,2013-01-09,CHA,UTA,,-4.5,
23997,2013-01-11,ATL,UTA,,4.5,
23998,2013-01-12,DET,UTA,,2.5,
23999,2013-01-14,UTA,MIA,,,
24000,2013-01-19,UTA,CLE,,,
24001,2013-01-23,UTA,WAS,,,
24002,2013-01-25,LAL,UTA,,5.0,
24003,2013-01-26,UTA,IND,,,
24004,2013-01-28,UTA,HOU,,,
24005,2013-01-30,UTA,NOH,,,
24006,2013-02-01,UTA,POR,,,
24007,2013-02-02,POR,UTA,,4.5,
24008,2013-02-04,UTA,SAC,,,
24009,2013-02-06,UTA,MIL,,,
24010,2013-02-08,UTA,CHI,,,
24011,2013-02-09,SAC,UTA,,1.5,
24012,2013-02-12,UTA,OKC,,,
24013,2013-02-13,MIN,UTA,,2.0,
24014,2013-02-19,UTA,GSW,,,
24015,2013-02-23,LAC,UTA,,9.5,
24016,2013-02-25,UTA,BOS,,,
24017,2013-02-27,UTA,ATL,,,
24018,2013-03-01,UTA,CHA,,,
