,Date,Home_Team,Away_Team,Spread_Result,Line,O/U_Result
6411,2017-10-29,BRK,DEN,,,
6412,2017-10-30,NYK,DEN,,,
6413,2017-11-01,DEN,TOR,,,
6414,2017-11-03,DEN,MIA,,,
6415,2017-11-04,DEN,GSW,,,
6416,2017-11-07,DEN,BRK,,,
6417,2017-11-09,DEN,OKC,,,
6418,2017-11-11,DEN,ORL,,,
6419,2017-11-13,POR,DEN,,2.0,
6420,2017-11-17,DEN,NOP,,,
6421,2017-11-19,LAL,DEN,,-5.0,
6422,2017-11-20,SAC,DEN,,-5.0,
6423,2017-11-22,HOU,DEN,,9.0,
6424,2017-11-24,DEN,MEM,,,
6425,2017-11-28,UTA,DEN,,-1.0,
6426,2017-11-30,DEN,CHI,,,
6427,2017-12-02,DEN,LAL,,,
6428,2017-12-04,DAL,DEN,,2.5,
6429,2017-12-06,NOP,DEN,,5.5,
6430,2017-12-08,ORL,DEN,,2.0,
6431,2017-12-10,IND,DEN,,5.0,
6432,2017-12-12,DET,DEN,,6.5,
6433,2017-12-13,BOS,DEN,,6.0,
6434,2017-12-15,DEN,NOP,,,
6435,2017-12-18,OKC,DEN,,5.0,
6436,2017-12-20,DEN,MIN,,,
6437,2017-12-22,POR,DEN,,-2.0,
6438,2017-12-23,GSW,DEN,,8.5,
6439,2017-12-26,DEN,UTA,,,
6440,2017-12-27,MIN,DEN,,4.5,
6441,2017-12-30,DEN,PHI,,,
6442,2018-01-03,DEN,PHO,,,
6443,2018-01-05,DEN,UTA,,,
6444,2018-01-06,SAC,DEN,,-9.0,
6445,2018-01-08,GSW,DEN,,10.5,
6446,2018-01-10,DEN,ATL,,,
6447,2018-01-12,DEN,MEM,,,
6448,2018-01-13,SAS,DEN,,7.0,
6449,2018-01-16,DEN,DAL,,,
6450,2018-01-17,LAC,DEN,,4.0,
6451,2018-01-19,DEN,PHO,,,
6452,2018-01-22,DEN,POR,,,
6453,2018-01-25,DEN,NYK,,,
6454,2018-01-27,DEN,DAL,,,
6455,2018-01-29,DEN,BOS,,,
6456,2018-01-30,SAS,DEN,,6.5,
6457,2018-02-01,DEN,OKC,,,
6458,2018-02-03,DEN,GSW,,,
6459,2018-02-05,DEN,CHO,,,
6460,2018-02-09,HOU,DEN,,8.5,
6461,2018-02-10,PHO,DEN,,-7.0,
6462,2018-02-13,DEN,SAS,,,
6463,2018-02-15,MIL,DEN,,2.0,
6464,2018-02-23,DEN,SAS,,,
6465,2018-02-25,DEN,HOU,,,
6466,2018-02-27,DEN,LAC,,,
6467,2018-03-02,MEM,DEN,,-9.0,
6468,2018-03-03,CLE,DEN,,3.5,
6469,2018-03-06,DAL,DEN,,-6.5,
6470,2018-03-07,DEN,CLE,,,
6471,2018-03-09,DEN,LAL,,,
6472,2018-03-11,DEN,SAC,,,
6473,2018-03-13,LAL,DEN,,-2.0,
6474,2018-03-15,DEN,DET,,,
6475,2018-03-17,MEM,DEN,,-7.0,
6476,2018-03-19,MIA,DEN,,1.5,
6477,2018-03-21,CHI,DEN,,-9.0,
6478,2018-03-23,WAS,DEN,,1.5,
6479,2018-03-26,PHI,DEN,,4.5,
6480,2018-03-27,TOR,DEN,,7.5,
6481,2018-03-30,OKC,DEN,,3.5,
6482,2018-04-01,DEN,MIL,,,
6483,2018-04-03,DEN,IND,,,
6484,2018-04-05,DEN,MIN,,,
6485,2018-04-07,LAC,DEN,,-3.5,
6486,2018-04-09,DEN,POR,,,
6487,2018-04-11,MIN,DEN,,3.5,
6488,2018-10-17,LAC,DEN,,,
6489,2018-10-20,DEN,PHO,,,
6490,2018-10-21,DEN,GSW,,,
6491,2018-10-23,DEN,SAC,,,
6492,2018-10-25,LAL,DEN,,,
6493,2018-10-29,DEN,NOP,,,
6494,2018-10-31,CHI,DEN,,,
6495,2018-11-01,CLE,DEN,,,
6496,2018-11-03,DEN,UTA,,,
6497,2018-11-05,DEN,BOS,,,
6498,2018-11-07,MEM,DEN,,,
6499,2018-11-09,DEN,BRK,,,
6500,2018-11-11,DEN,MIL,,,
6501,2018-11-13,DEN,HOU,,,
6502,2018-11-15,DEN,ATL,,,
6503,2018-11-17,NOP,DEN,,,
6504,2018-11-19,MIL,DEN,,,
6505,2018-11-21,MIN,DEN,,,
6506,2018-11-23,DEN,ORL,,,
6507,2018-11-24,OKC,DEN,,,
6508,2018-11-27,DEN,LAL,,,
6509,2018-11-30,POR,DEN,,,
6510,2018-12-03,TOR,DEN,,,
6511,2018-12-05,ORL,DEN,,,
6512,2018-12-07,CHO,DEN,,,
6513,2018-12-08,ATL,DEN,,,
6514,2018-12-10,DEN,MEM,,,
6515,2018-12-14,DEN,OKC,,,
6516,2018-12-16,DEN,TOR,,,
6517,2018-12-18,DEN,DAL,,,
6518,2018-12-22,LAC,DEN,,,
6519,2018-12-26,SAS,DEN,,,
6520,2018-12-28,DEN,SAS,,,
6521,2018-12-29,PHO,DEN,,,
6522,2019-01-01,DEN,NYK,,,
6523,2019-01-03,SAC,DEN,,,
6524,2019-01-05,DEN,CHO,,,
6525,2019-01-07,HOU,DEN,,,
6526,2019-01-08,MIA,DEN,,,
6527,2019-01-10,DEN,LAC,,,
6528,2019-01-12,PHO,DEN,,,
6529,2019-01-13,DEN,POR,,,
6530,2019-01-15,DEN,GSW,,,
6531,2019-01-17,DEN,CHI,,,
6532,2019-01-19,DEN,CLE,,,
6533,2019-01-23,UTA,DEN,,,
6534,2019-01-25,DEN,PHO,,,
6535,2019-01-26,DEN,PHI,,,
6536,2019-01-28,MEM,DEN,,,
6537,2019-01-30,NOP,DEN,,,
6538,2019-02-01,DEN,HOU,,,
6539,2019-02-02,MIN,DEN,,,
6540,2019-02-04,DET,DEN,,,
6541,2019-02-06,BRK,DEN,,,
6542,2019-02-08,PHI,DEN,,,
6543,2019-02-11,DEN,MIA,,,
6544,2019-02-13,DEN,SAC,,,
6545,2019-02-22,DAL,DEN,,,
6546,2019-02-24,DEN,LAC,,,
6547,2019-02-26,DEN,OKC,,,
6548,2019-02-28,DEN,UTA,,,
6549,2019-03-02,DEN,NOP,,,
6550,2019-03-04,SAS,DEN,,,
6551,2019-03-06,LAL,DEN,,,
6552,2019-03-08,GSW,DEN,,,
6553,2019-03-12,DEN,MIN,,,
6554,2019-03-14,DEN,DAL,,,
6555,2019-03-16,DEN,IND,,,
6556,2019-03-18,BOS,DEN,,,
6557,2019-03-21,WAS,DEN,,,
6558,2019-03-22,NYK,DEN,,,
6559,2019-03-24,IND,DEN,,,
6560,2019-03-26,DEN,DET,,,
6561,2019-03-28,HOU,DEN,,,
6562,2019-03-29,OKC,DEN,,,
6563,2019-03-31,DEN,WAS,,,
6564,2019-04-02,GSW,DEN,,,
6565,2019-04-03,DEN,SAS,,,
6566,2019-04-05,DEN,POR,,,
6567,2019-04-07,POR,DEN,,,
6568,2019-04-09,UTA,DEN,,,
6569,2019-04-10,DEN,MIN,,,
6570,2019-04-13,DEN,SAS,,,
6571,2019-04-16,DEN,SAS,,,
6572,2019-04-18,SAS,DEN,,,
6573,2019-04-20,SAS,DEN,,,
6574,2019-04-23,DEN,SAS,,,
6575,2019-04-25,SAS,DEN,,,
6576,2019-04-27,DEN,SAS,,,
6577,2019-04-29,DEN,POR,,,
6578,2019-05-01,DEN,POR,,,
6579,2019-05-03,POR,DEN,,,
6580,2019-05-05,POR,DEN,,,
6581,2019-05-07,DEN,POR,,,
6582,2019-05-09,POR,DEN,,,
6583,2019-05-12,DEN,POR,,,
6584,2019-10-23,POR,DEN,,,
6585,2019-10-25,DEN,PHO,,,
6586,2019-10-28,SAC,DEN,,,
6587,2019-10-29,DEN,DAL,,,
6588,2019-10-31,NOP,DEN,,,
6589,2019-11-02,ORL,DEN,,,
6590,2019-11-05,DEN,MIA,,,
6591,2019-11-08,DEN,PHI,,,
6592,2019-11-10,MIN,DEN,,,
6593,2019-11-12,DEN,ATL,,,
6594,2019-11-14,DEN,BRK,,,
6595,2019-11-17,MEM,DEN,,,
6596,2019-11-20,DEN,HOU,,,
6597,2019-11-22,DEN,BOS,,,
6598,2019-11-24,DEN,PHO,,,
6599,2019-11-26,DEN,WAS,,,
6600,2019-11-30,SAC,DEN,,,
6601,2019-12-03,DEN,LAL,,,
6602,2019-12-05,NYK,DEN,,,
6603,2019-12-06,BOS,DEN,,,
6604,2019-12-08,BRK,DEN,,,
6605,2019-12-10,PHI,DEN,,,
6606,2019-12-12,DEN,POR,,,
6607,2019-12-14,DEN,OKC,,,
6608,2019-12-15,DEN,NYK,,,
6609,2019-12-18,DEN,ORL,,,
6610,2019-12-20,DEN,MIN,,,
6611,2019-12-22,LAL,DEN,,,
6612,2019-12-23,PHO,DEN,,,
6613,2019-12-25,DEN,NOP,,,
6614,2019-12-28,DEN,MEM,,,
6615,2019-12-29,DEN,SAC,,,
6616,2019-12-31,HOU,DEN,,,
6617,2020-01-02,IND,DEN,,,
6618,2020-01-04,WAS,DEN,,,
6619,2020-01-06,ATL,DEN,,,
6620,2020-01-08,DAL,DEN,,,
6621,2020-01-11,DEN,CLE,,,
6622,2020-01-12,DEN,LAC,,,
6623,2020-01-15,DEN,CHO,,,
6624,2020-01-16,GSW,DEN,,,
6625,2020-01-19,DEN,IND,,,
6626,2020-01-20,MIN,DEN,,,
6627,2020-01-22,HOU,DEN,,,
6628,2020-01-24,NOP,DEN,,,
6629,2020-01-26,DEN,HOU,,,
6630,2020-01-28,MEM,DEN,,,
6631,2020-01-30,DEN,UTA,,,
6632,2020-01-31,MIL,DEN,,,
6633,2020-02-02,DET,DEN,,,
6634,2020-02-04,DEN,POR,,,
6635,2020-02-05,UTA,DEN,,,
6636,2020-02-08,PHO,DEN,,,
6637,2020-02-10,DEN,SAS,,,
6638,2020-02-12,DEN,LAL,,,
6639,2020-02-21,OKC,DEN,,,
6640,2020-02-23,DEN,MIN,,,
6641,2020-02-25,DEN,DET,,,
6642,2020-02-28,LAC,DEN,,,
6643,2020-03-01,DEN,TOR,,,
6644,2020-03-03,DEN,GSW,,,
6645,2020-03-05,CHO,DEN,,,
6646,2020-03-07,CLE,DEN,,,
6647,2020-03-09,DEN,MIL,,,
6648,2020-03-11,DAL,DEN,,,
6649,2020-08-01,DEN,MIA,,,
6650,2020-08-03,OKC,DEN,,,
6651,2020-08-05,SAS,DEN,,,
6652,2020-08-06,DEN,POR,,,
6653,2020-08-08,DEN,UTA,,,
6654,2020-08-10,LAL,DEN,,,
6655,2020-08-12,DEN,LAC,,,
6656,2020-08-14,TOR,DEN,,,
6657,2020-08-17,DEN,UTA,,,
6658,2020-08-19,DEN,UTA,,,
6659,2020-08-21,UTA,DEN,,,
6660,2020-08-23,UTA,DEN,,,
6661,2020-08-25,DEN,UTA,,,
6662,2020-08-30,UTA,DEN,,,
6663,2020-09-01,DEN,UTA,,,
6664,2020-09-03,LAC,DEN,,,
6665,2020-09-05,LAC,DEN,,,
6666,2020-09-07,DEN,LAC,,,
6667,2020-09-09,DEN,LAC,,,
6668,2020-09-11,LAC,DEN,,,
6669,2020-09-13,DEN,LAC,,,
6670,2020-09-15,LAC,DEN,,,
6671,2020-09-18,LAL,DEN,,,
6672,2020-09-20,LAL,DEN,,,
6673,2020-09-22,DEN,LAL,,,
6674,2020-09-24,DEN,LAL,,,
6675,2020-09-26,LAL,DEN,,,
6676,2020-12-23,DEN,SAC,,,
6677,2020-12-25,DEN,LAC,,,
6678,2020-12-28,DEN,HOU,,,
6679,2020-12-29,SAC,DEN,,,
6680,2021-01-01,DEN,PHO,,,
6681,2021-01-03,MIN,DEN,,,
6682,2021-01-05,DEN,MIN,,,
6683,2021-01-07,DEN,DAL,,,
6684,2021-01-09,PHI,DEN,,,
6685,2021-01-10,NYK,DEN,,,
6686,2021-01-12,BRK,DEN,,,
6687,2021-01-14,DEN,GSW,,,
6688,2021-01-17,DEN,UTA,,,
6689,2021-01-19,DEN,OKC,,,
6690,2021-01-22,PHO,DEN,,,
6691,2021-01-23,PHO,DEN,,,
6692,2021-01-25,DAL,DEN,,,
6693,2021-01-27,MIA,DEN,,,
6694,2021-01-29,SAS,DEN,,,
6695,2021-01-31,DEN,UTA,,,
6696,2021-02-04,LAL,DEN,,,
6697,2021-02-06,SAC,DEN,,,
6698,2021-02-08,DEN,MIL,,,
6699,2021-02-10,DEN,CLE,,,
6700,2021-02-12,DEN,OKC,,,
6701,2021-02-14,DEN,LAL,,,
6702,2021-02-16,BOS,DEN,,,
6703,2021-02-17,WAS,DEN,,,
6704,2021-02-19,CLE,DEN,,,
6705,2021-02-21,ATL,DEN,,,
6706,2021-02-23,DEN,POR,,,
6707,2021-02-25,DEN,WAS,,,
6708,2021-02-27,OKC,DEN,,,
6709,2021-03-01,CHI,DEN,,,
6710,2021-03-02,MIL,DEN,,,
6711,2021-03-04,IND,DEN,,,
6712,2021-03-12,MEM,DEN,,,
6713,2021-03-13,DEN,DAL,,,
6714,2021-03-15,DEN,IND,,,
6715,2021-03-17,DEN,CHO,,,
6716,2021-03-19,DEN,CHI,,,
6717,2021-03-21,DEN,NOP,,,
6718,2021-03-23,ORL,DEN,,,
6719,2021-03-24,TOR,DEN,,,
6720,2021-03-26,NOP,DEN,,,
6721,2021-03-28,DEN,ATL,,,
6722,2021-03-30,DEN,PHI,,,
6723,2021-04-01,LAC,DEN,,,
6724,2021-04-04,DEN,ORL,,,
6725,2021-04-06,DEN,DET,,,
6726,2021-04-07,DEN,SAS,,,
6727,2021-04-09,DEN,SAS,,,
6728,2021-04-11,DEN,BOS,,,
6729,2021-04-12,GSW,DEN,,,
6730,2021-04-14,DEN,MIA,,,
6731,2021-04-16,HOU,DEN,,,
6732,2021-04-19,DEN,MEM,,,
6733,2021-04-21,POR,DEN,,,
6734,2021-04-23,GSW,DEN,,,
6735,2021-04-24,DEN,HOU,,,
6736,2021-04-26,DEN,MEM,,,
6737,2021-04-28,DEN,NOP,,,
6738,2021-04-29,DEN,TOR,,,
6739,2021-05-01,LAC,DEN,,,
6740,2021-05-03,LAL,DEN,,,
6741,2021-05-05,DEN,NYK,,,
6742,2021-05-07,UTA,DEN,,,
6743,2021-05-08,DEN,BRK,,,
6744,2021-05-11,CHO,DEN,,,
6745,2021-05-13,MIN,DEN,,,
6746,2021-05-14,DET,DEN,,,
6747,2021-05-16,POR,DEN,,,
6748,2021-05-22,DEN,POR,,,
6749,2021-05-24,DEN,POR,,,
6750,2021-05-27,POR,DEN,,,
6751,2021-05-29,POR,DEN,,,
6752,2021-06-01,DEN,POR,,,
6753,2021-06-03,POR,DEN,,,
6754,2021-06-07,PHO,DEN,,,
6755,2021-06-09,PHO,DEN,,,
6756,2021-06-11,DEN,PHO,,,
6757,2021-06-13,DEN,PHO,,,
6758,2021-10-20,PHO,DEN,,,
6759,2021-10-22,DEN,SAS,,,
6760,2021-10-25,DEN,CLE,,,
6761,2021-10-26,UTA,DEN,,,
6762,2021-10-29,DEN,DAL,,,
6763,2021-10-30,MIN,DEN,,,
6764,2021-11-01,MEM,DEN,,,
6765,2021-11-03,MEM,DEN,,,
6766,2021-11-06,DEN,HOU,,,
6767,2021-11-08,DEN,MIA,,,
6768,2021-11-10,DEN,IND,,,
6769,2021-11-12,DEN,ATL,,,
6770,2021-11-14,DEN,POR,,,
6771,2021-11-15,DAL,DEN,,,
6772,2021-11-18,DEN,PHI,,,
6773,2021-11-19,DEN,CHI,,,
6774,2021-11-21,PHO,DEN,,,
6775,2021-11-23,POR,DEN,,,
6776,2021-11-26,DEN,MIL,,,
6777,2021-11-29,MIA,DEN,,,
6778,2021-12-01,ORL,DEN,,,
6779,2021-12-04,NYK,DEN,,,
6780,2021-12-06,CHI,DEN,,,
6781,2021-12-08,NOP,DEN,,,
6782,2021-12-09,SAS,DEN,,,
6783,2021-12-11,SAS,DEN,,,
6784,2021-12-13,DEN,WAS,,,
6785,2021-12-15,DEN,MIN,,,
6786,2021-12-17,ATL,DEN,,,
6787,2021-12-22,OKC,DEN,,,
6788,2021-12-23,DEN,CHO,,,
6789,2021-12-26,LAC,DEN,,,
6790,2021-12-28,GSW,DEN,,,
6791,2022-01-01,HOU,DEN,,,
6792,2022-01-03,DAL,DEN,,,
6793,2022-01-05,DEN,UTA,,,
6794,2022-01-07,DEN,SAC,,,
6795,2022-01-09,OKC,DEN,,,
6796,2022-01-11,LAC,DEN,,,
6797,2022-01-13,DEN,POR,,,
6798,2022-01-15,DEN,LAL,,,
6799,2022-01-16,DEN,UTA,,,
6800,2022-01-19,DEN,LAC,,,
6801,2022-01-21,DEN,MEM,,,
6802,2022-01-23,DEN,DET,,,
6803,2022-01-25,DET,DEN,,,
6804,2022-01-26,BRK,DEN,,,
6805,2022-01-28,NOP,DEN,,,
6806,2022-01-30,MIL,DEN,,,
6807,2022-02-01,MIN,DEN,,,
6808,2022-02-02,UTA,DEN,,,
6809,2022-02-04,DEN,NOP,,,
6810,2022-02-06,DEN,BRK,,,
6811,2022-02-08,DEN,NYK,,,
6812,2022-02-11,BOS,DEN,,,
6813,2022-02-12,TOR,DEN,,,
6814,2022-02-14,DEN,ORL,,,
6815,2022-02-16,GSW,DEN,,,
6816,2022-02-24,SAC,DEN,,,
6817,2022-02-26,DEN,SAC,,,
6818,2022-02-27,POR,DEN,,,
6819,2022-03-02,DEN,OKC,,,
6820,2022-03-04,DEN,HOU,,,
6821,2022-03-06,DEN,NOP,,,
6822,2022-03-07,DEN,GSW,,,
6823,2022-03-09,SAC,DEN,,,
6824,2022-03-10,DEN,GSW,,,
6825,2022-03-12,DEN,TOR,,,
6826,2022-03-14,PHI,DEN,,,
6827,2022-03-16,WAS,DEN,,,
6828,2022-03-18,CLE,DEN,,,
6829,2022-03-20,DEN,BOS,,,
6830,2022-03-22,DEN,LAC,,,
6831,2022-03-24,DEN,PHO,,,
6832,2022-03-26,DEN,OKC,,,
6833,2022-03-28,CHO,DEN,,,
6834,2022-03-30,IND,DEN,,,
6835,2022-04-01,DEN,MIN,,,
6836,2022-04-03,LAL,DEN,,,
6837,2022-04-05,DEN,SAS,,,
6838,2022-04-07,DEN,MEM,,,
6839,2022-04-10,DEN,LAL,,,
6840,2022-04-16,GSW,DEN,,,
6841,2022-04-18,GSW,DEN,,,
6842,2022-04-21,DEN,GSW,,,
6843,2022-04-24,DEN,GSW,,,
6844,2022-04-27,GSW,DEN,,,
6845,2012-10-31,DET,HOU,,,
6846,2012-11-02,PHO,DET,,4.5,
6847,2012-11-04,LAL,DET,,7.5,
6848,2012-11-06,DEN,DET,,10.0,
6849,2012-11-07,SAC,DET,,6.5,
6850,2012-11-09,OKC,DET,,11.5,
6851,2012-11-10,HOU,DET,,7.0,
6852,2012-11-12,DET,OKC,,,
6853,2012-11-14,PHI,DET,,7.5,
6854,2012-11-16,DET,ORL,,,
6855,2012-11-18,DET,BOS,,,
6856,2012-11-21,ORL,DET,,1.0,
6857,2012-11-23,DET,TOR,,,
6858,2012-11-25,NYK,DET,,11.0,
6859,2012-11-26,DET,POR,,,
6860,2012-11-28,DET,PHO,,,
6861,2012-11-30,MEM,DET,,10.5,
6862,2012-12-01,DAL,DET,,7.0,
6863,2012-12-03,DET,CLE,,,
6864,2012-12-05,DET,GSW,,,
6865,2012-12-07,DET,CHI,,,
6866,2012-12-08,CLE,DET,,-1.0,
6867,2012-12-10,PHI,DET,,5.5,
6868,2012-12-11,DET,DEN,,,
6869,2012-12-14,BRK,DET,,8.0,
6870,2012-12-15,DET,IND,,,
6871,2012-12-17,DET,LAC,,,
6872,2012-12-19,TOR,DET,,2.5,
6873,2012-12-21,DET,WAS,,,
6874,2012-12-22,WAS,DET,,-1.0,
6875,2012-12-26,ATL,DET,,7.5,
6876,2012-12-28,DET,MIA,,,
6877,2012-12-30,DET,MIL,,,
6878,2013-01-01,DET,SAC,,,
6879,2013-01-04,DET,ATL,,,
6880,2013-01-06,DET,CHA,,,
6881,2013-01-11,MIL,DET,,5.5,
6882,2013-01-12,DET,UTA,,,
6883,2013-01-17,DET,NYK,,,
6884,2013-01-20,DET,BOS,,,
6885,2013-01-22,DET,ORL,,,
6886,2013-01-23,CHI,DET,,6.5,
6887,2013-01-25,MIA,DET,,9.5,
6888,2013-01-27,ORL,DET,,2.0,
6889,2013-01-29,DET,MIL,,,
6890,2013-01-30,IND,DET,,8.5,
6891,2013-02-01,DET,CLE,,,
6892,2013-02-03,DET,LAL,,,
6893,2013-02-04,NYK,DET,,10.5,
6894,2013-02-06,DET,BRK,,,
6895,2013-02-08,DET,SAS,,,
6896,2013-02-09,MIL,DET,,7.5,
6897,2013-02-11,DET,NOH,,,
6898,2013-02-13,DET,WAS,,,
6899,2013-02-19,DET,MEM,,,
6900,2013-02-20,CHA,DET,,-3.5,
6901,2013-02-22,IND,DET,,9.5,
6902,2013-02-23,DET,IND,,,
6903,2013-02-25,DET,ATL,,,
6904,2013-02-27,WAS,DET,,6.0,
6905,2013-03-01,NOH,DET,,3.5,
6906,2013-03-03,SAS,DET,,13.0,
6907,2013-03-06,DET,NYK,,,
6908,2013-03-08,DET,DAL,,,
6909,2013-03-10,LAC,DET,,13.0,
6910,2013-03-11,UTA,DET,,11.0,
6911,2013-03-13,GSW,DET,,11.0,
6912,2013-03-16,POR,DET,,10.0,
6913,2013-03-18,DET,BRK,,,
6914,2013-03-22,MIA,DET,,16.0,
6915,2013-03-23,CHA,DET,,1.0,
6916,2013-03-26,DET,MIN,,,
6917,2013-03-29,DET,TOR,,,
6918,2013-03-31,CHI,DET,,8.5,
6919,2013-04-03,BOS,DET,,7.0,
6920,2013-04-06,MIN,DET,,6.0,
6921,2013-04-07,DET,CHI,,,
6922,2013-04-10,CLE,DET,,2.5,
6923,2013-04-12,DET,CHA,,,
6924,2013-04-15,DET,PHI,,,
6925,2013-04-17,BRK,DET,,5.0,
6926,2013-10-30,DET,WAS,,,
6927,2013-11-01,MEM,DET,,7.5,
6928,2013-11-03,DET,BOS,,,
6929,2013-11-05,DET,IND,,,
6930,2013-11-08,DET,OKC,,,
6931,2013-11-11,POR,DET,,4.5,
6932,2013-11-12,GSW,DET,,9.0,
6933,2013-11-15,SAC,DET,,1.5,
6934,2013-11-17,LAL,DET,,-2.5,
6935,2013-11-19,DET,NYK,,,
6936,2013-11-20,ATL,DET,,5.5,
6937,2013-11-22,DET,ATL,,,
6938,2013-11-24,BRK,DET,,2.0,
6939,2013-11-25,DET,MIL,,,
6940,2013-11-27,DET,CHI,,,
6941,2013-11-29,DET,LAL,,,
6942,2013-12-01,DET,PHI,,,
6943,2013-12-03,MIA,DET,,9.0,
6944,2013-12-04,MIL,DET,,-4.5,
6945,2013-12-07,CHI,DET,,2.0,
6946,2013-12-08,DET,MIA,,,
6947,2013-12-10,DET,MIN,,,
6948,2013-12-11,NOP,DET,,2.5,
6949,2013-12-13,DET,BRK,,,
6950,2013-12-15,DET,POR,,,
6951,2013-12-16,IND,DET,,11.0,
6952,2013-12-18,BOS,DET,,-1.0,
6953,2013-12-20,DET,CHA,,,
6954,2013-12-21,DET,HOU,,,
6955,2013-12-23,CLE,DET,,1.0,
6956,2013-12-27,ORL,DET,,-3.5,
6957,2013-12-28,WAS,DET,,3.5,
6958,2013-12-30,DET,WAS,,,
6959,2014-01-05,DET,MEM,,,
6960,2014-01-07,NYK,DET,,3.0,
6961,2014-01-08,TOR,DET,,6.0,
6962,2014-01-10,PHI,DET,,-2.0,
6963,2014-01-11,DET,PHO,,,
6964,2014-01-17,DET,UTA,,,
6965,2014-01-18,WAS,DET,,6.0,
6966,2014-01-20,DET,LAC,,,
6967,2014-01-22,MIL,DET,,-4.5,
6968,2014-01-24,DET,NOP,,,
6969,2014-01-26,DAL,DET,,6.5,
6970,2014-01-28,DET,ORL,,,
6971,2014-02-01,DET,PHI,,,
6972,2014-02-03,MIA,DET,,9.5,
6973,2014-02-05,ORL,DET,,-2.5,
6974,2014-02-07,DET,BRK,,,
6975,2014-02-08,DET,DEN,,,
6976,2014-02-10,DET,SAS,,,
6977,2014-02-12,DET,CLE,,,
6978,2014-02-18,DET,CHA,,,
6979,2014-02-19,CHA,DET,,2.5,
6980,2014-02-21,DET,ATL,,,
6981,2014-02-22,DET,DAL,,,
6982,2014-02-24,DET,GSW,,,
6983,2014-02-26,SAS,DET,,10.5,
6984,2014-03-01,HOU,DET,,10.5,
6985,2014-03-03,DET,NYK,,,
6986,2014-03-05,DET,CHI,,,
6987,2014-03-07,MIN,DET,,9.5,
6988,2014-03-09,BOS,DET,,1.0,
6989,2014-03-11,DET,SAC,,,
6990,2014-03-12,TOR,DET,,8.5,
6991,2014-03-15,DET,IND,,,
6992,2014-03-19,DEN,DET,,6.5,
6993,2014-03-21,PHO,DET,,8.5,
6994,2014-03-22,LAC,DET,,13.5,
6995,2014-03-24,UTA,DET,,-2.0,
6996,2014-03-26,DET,CLE,,,
6997,2014-03-28,DET,MIA,,,
6998,2014-03-29,PHI,DET,,-6.0,
6999,2014-03-31,DET,MIL,,,
7000,2014-04-02,IND,DET,,10.5,
7001,2014-04-04,BRK,DET,,9.5,
7002,2014-04-05,DET,BOS,,,
7003,2014-04-08,ATL,DET,,7.5,
7004,2014-04-09,CLE,DET,,7.0,
7005,2014-04-11,CHI,DET,,10.0,
7006,2014-04-13,DET,TOR,,,
7007,2014-04-16,OKC,DET,,14.5,
7008,2014-10-29,DEN,DET,,,
7009,2014-10-30,MIN,DET,,,
7010,2014-11-01,DET,BRK,,,
7011,2014-11-05,DET,NYK,,,
7012,2014-11-07,DET,MIL,,,
7013,2014-11-09,DET,UTA,,,
7014,2014-11-10,CHI,DET,,9.5,
7015,2014-11-12,WAS,DET,,6.0,
7016,2014-11-14,OKC,DET,,3.0,
7017,2014-11-15,MEM,DET,,9.5,
7018,2014-11-17,DET,ORL,,,
7019,2014-11-19,DET,PHO,,,
7020,2014-11-21,ATL,DET,,6.0,
7021,2014-11-25,MIL,DET,,3.5,
7022,2014-11-26,DET,LAC,,,
7023,2014-11-28,DET,MIL,,,
7024,2014-11-30,DET,GSW,,,
7025,2014-12-02,DET,LAL,,,
7026,2014-12-03,BOS,DET,,4.5,
7027,2014-12-06,DET,PHI,,,
7028,2014-12-07,DET,OKC,,,
7029,2014-12-09,DET,POR,,,
7030,2014-12-12,PHO,DET,,9.5,
7031,2014-12-13,SAC,DET,,5.0,
7032,2014-12-15,LAC,DET,,11.5,
7033,2014-12-17,DET,DAL,,,
7034,2014-12-19,DET,TOR,,,
7035,2014-12-21,BRK,DET,,2.0,
7036,2014-12-26,DET,IND,,,
7037,2014-12-28,CLE,DET,,7.5,
7038,2014-12-30,ORL,DET,,-1.5,
7039,2015-01-02,NYK,DET,,-4.5,
7040,2015-01-04,DET,SAC,,,
7041,2015-01-06,SAS,DET,,8.0,
7042,2015-01-07,DAL,DET,,9.0,
7043,2015-01-09,DET,ATL,,,
7044,2015-01-10,DET,BRK,,,
7045,2015-01-12,TOR,DET,,6.0,
7046,2015-01-14,DET,NOP,,,
7047,2015-01-16,IND,DET,,1.0,
7048,2015-01-17,DET,PHI,,,
7049,2015-01-19,ATL,DET,,7.5,
7050,2015-01-21,DET,ORL,,,
7051,2015-01-24,MIL,DET,,-2.5,
7052,2015-01-25,TOR,DET,,8.0,
7053,2015-01-27,DET,CLE,,,
7054,2015-01-28,PHI,DET,,-8.0,
7055,2015-01-31,DET,HOU,,,
7056,2015-02-03,DET,MIA,,,
7057,2015-02-04,IND,DET,,4.5,
7058,2015-02-06,DET,DEN,,,
7059,2015-02-08,DET,MIN,,,
7060,2015-02-10,CHO,DET,,2.0,
7061,2015-02-11,DET,SAS,,,
7062,2015-02-20,DET,CHI,,,
7063,2015-02-22,DET,WAS,,,
7064,2015-02-24,DET,CLE,,,
7065,2015-02-27,DET,NYK,,,
7066,2015-02-28,WAS,DET,,4.5,
7067,2015-03-04,NOP,DET,,5.0,
