,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,index,Unnamed: 0.1.1,home,fg_r,fga_r,3p_r,3pa_r,3p_max_r,ft_r,fta_r,orb_r,drb_r,ast_r,stl_r,blk_r,tov_r,o_fg_r,o_fga_r,o_3p_r,o_3pa_r,o_3p_max_r,o_ft_r,o_fta_r,o_orb_r,o_drb_r,o_ast_r,o_stl_r,o_blk_r,o_tov_r,fg_opp_r,fga_opp_r,3p_opp_r,3pa_opp_r,3p_max_opp_r,ft_opp_r,fta_opp_r,orb_opp_r,drb_opp_r,ast_opp_r,stl_opp_r,blk_opp_r,tov_opp_r,o_fg_opp_r,o_fga_opp_r,o_3p_opp_r,o_3pa_opp_r,o_3p_max_opp_r,o_ft_opp_r,o_fta_opp_r,o_orb_opp_r,o_drb_opp_r,o_ast_opp_r,o_stl_opp_r,o_blk_opp_r,o_tov_opp_r,team,team_opp,date,PointDifference,Line,Covered,points,points_opp,O/U_Result,O/U_Line,Covered_O/U
1410,1410,1410,1410,1410,2267,1,42.3,86.3,16.0,35.0,5.3,18.7,24.3,12.0,34.7,25.0,3.3,4.3,12.0,42.0,91.0,17.0,38.7,6.3,14.0,19.7,12.7,31.7,25.7,5.7,6.0,9.0,44.7,91.7,11.7,33.7,5.0,19.7,25.7,10.0,27.0,27.0,10.7,4.7,8.7,44.7,87.0,13.7,33.3,5.0,18.7,21.7,10.7,34.0,26.3,3.3,4.3,15.3,UTA,CHA,2023-01-23,-18,-9.0,1.0,120,102,222,236.5,0.0
1411,1411,1411,1411,1411,363,0,44.7,91.7,11.7,33.7,5.0,19.7,25.7,10.0,27.0,27.0,10.7,4.7,8.7,44.7,87.0,13.7,33.3,5.0,18.7,21.7,10.7,34.0,26.3,3.3,4.3,15.3,42.3,86.3,16.0,35.0,5.3,18.7,24.3,12.0,34.7,25.0,3.3,4.3,12.0,42.0,91.0,17.0,38.7,6.3,14.0,19.7,12.7,31.7,25.7,5.7,6.0,9.0,CHA,UTA,2023-01-23,18,9.0,0.0,102,120,222,236.5,0.0
1412,1412,1412,1412,1412,2026,1,43.3,86.0,11.3,33.7,4.7,22.3,28.0,10.3,32.7,25.3,3.3,4.0,11.3,45.7,91.7,13.0,34.0,4.7,13.3,17.3,10.0,29.3,24.7,5.7,2.3,10.0,42.3,97.0,10.3,31.7,4.0,20.3,29.7,18.0,34.3,24.7,8.0,6.0,14.0,39.7,87.7,14.0,37.0,4.0,22.7,29.0,9.0,35.7,26.0,7.0,6.3,13.7,SAC,MEM,2023-01-23,-33,-4.0,1.0,133,100,233,244.5,0.0
1413,1413,1413,1413,1413,1156,0,42.3,97.0,10.3,31.7,4.0,20.3,29.7,18.0,34.3,24.7,8.0,6.0,14.0,39.7,87.7,14.0,37.0,4.0,22.7,29.0,9.0,35.7,26.0,7.0,6.3,13.7,43.3,86.0,11.3,33.7,4.7,22.3,28.0,10.3,32.7,25.3,3.3,4.0,11.3,45.7,91.7,13.0,34.0,4.7,13.3,17.3,10.0,29.3,24.7,5.7,2.3,10.0,MEM,SAC,2023-01-23,33,4.0,0.0,100,133,233,244.5,0.0
1414,1414,1414,1414,1414,1948,1,35.7,84.7,13.0,41.0,5.3,22.3,26.3,9.7,29.3,21.3,4.0,4.7,13.0,43.3,85.0,9.7,29.3,3.7,19.7,24.7,8.7,36.7,26.3,7.0,6.3,11.7,45.3,93.0,10.3,28.7,3.3,16.0,20.7,12.0,30.7,28.0,5.3,2.7,10.3,45.7,86.0,10.7,27.0,3.0,18.3,23.0,9.3,30.3,25.7,6.3,4.0,11.7,POR,SAS,2023-01-23,-20,-8.5,1.0,147,127,274,240.5,1.0
1415,1415,1415,1415,1415,1711,1,40.7,83.0,12.0,31.0,3.3,25.7,30.7,8.0,32.7,25.3,4.0,5.7,12.3,46.7,91.7,13.7,36.0,4.0,15.3,22.7,10.7,31.3,31.7,8.3,5.0,11.0,41.3,93.3,16.3,39.7,5.0,20.0,23.3,14.3,36.0,26.7,6.7,5.7,14.3,42.3,92.0,12.7,34.0,4.3,16.0,20.0,9.0,33.0,26.0,8.0,6.0,11.7,ORL,BOS,2023-01-23,-15,7.5,1.0,113,98,211,229.0,0.0
1416,1416,1416,1416,1416,2106,0,45.3,93.0,10.3,28.7,3.3,16.0,20.7,12.0,30.7,28.0,5.3,2.7,10.3,45.7,86.0,10.7,27.0,3.0,18.3,23.0,9.3,30.3,25.7,6.3,4.0,11.7,35.7,84.7,13.0,41.0,5.3,22.3,26.3,9.7,29.3,21.3,4.0,4.7,13.0,43.3,85.0,9.7,29.3,3.7,19.7,24.7,8.7,36.7,26.3,7.0,6.3,11.7,SAS,POR,2023-01-23,20,8.5,0.0,127,147,274,240.5,1.0
1417,1417,1417,1417,1417,839,1,44.3,90.0,10.0,28.7,3.0,19.0,28.0,14.7,35.7,24.3,2.7,6.0,16.0,45.0,90.0,12.7,36.7,5.3,22.3,28.0,7.7,27.7,23.3,10.0,8.0,7.3,41.7,84.3,15.3,37.7,5.3,21.0,25.0,7.7,26.7,25.7,10.0,8.0,14.3,43.0,83.7,10.3,24.3,2.7,21.0,30.7,10.3,32.3,25.7,7.3,4.7,17.0,HOU,MIN,2023-01-23,-5,6.0,1.0,119,114,233,233.0,0.5
1418,1418,1418,1418,1418,1395,0,41.7,84.3,15.3,37.7,5.3,21.0,25.0,7.7,26.7,25.7,10.0,8.0,14.3,43.0,83.7,10.3,24.3,2.7,21.0,30.7,10.3,32.3,25.7,7.3,4.7,17.0,44.3,90.0,10.0,28.7,3.0,19.0,28.0,14.7,35.7,24.3,2.7,6.0,16.0,45.0,90.0,12.7,36.7,5.3,22.3,28.0,7.7,27.7,23.3,10.0,8.0,7.3,MIN,HOU,2023-01-23,5,-6.0,0.0,114,119,233,233.0,0.5
1419,1419,1419,1419,1419,682,1,39.7,90.0,11.0,36.0,3.7,17.0,22.0,11.0,32.0,22.7,6.0,3.3,13.0,44.0,88.7,10.0,28.0,3.0,21.7,27.3,12.3,37.0,23.0,7.0,5.7,12.0,44.3,87.7,18.7,41.3,5.0,14.0,15.7,7.3,32.3,26.7,5.7,4.0,12.7,45.7,90.3,13.0,32.3,4.7,14.0,19.7,11.0,31.7,27.3,7.3,4.3,11.0,DET,MIL,2023-01-23,20,11.5,0.0,130,150,280,236.5,1.0
1420,1420,1420,1420,1420,1314,0,44.3,87.7,18.7,41.3,5.0,14.0,15.7,7.3,32.3,26.7,5.7,4.0,12.7,45.7,90.3,13.0,32.3,4.7,14.0,19.7,11.0,31.7,27.3,7.3,4.3,11.0,39.7,90.0,11.0,36.0,3.7,17.0,22.0,11.0,32.0,22.7,6.0,3.3,13.0,44.0,88.7,10.0,28.0,3.0,21.7,27.3,12.3,37.0,23.0,7.0,5.7,12.0,MIL,DET,2023-01-23,-20,-11.5,1.0,150,130,280,236.5,1.0
1421,1421,1421,1421,1421,282,1,45.3,90.7,11.3,33.3,3.7,20.7,23.0,9.3,33.3,27.3,10.0,4.7,13.3,42.3,90.7,13.3,39.3,4.3,18.7,23.7,12.0,33.0,27.3,8.3,4.3,16.0,50.0,89.7,12.3,28.3,3.7,16.7,18.7,9.0,29.0,26.3,6.0,4.0,11.7,46.0,85.3,14.0,35.3,4.7,16.7,21.0,8.3,25.3,27.0,7.0,2.7,13.3,CHI,ATL,2023-01-23,-11,-1.5,1.0,111,100,211,240.0,0.0
1422,1422,1422,1422,1422,47,0,50.0,89.7,12.3,28.3,3.7,16.7,18.7,9.0,29.0,26.3,6.0,4.0,11.7,46.0,85.3,14.0,35.3,4.7,16.7,21.0,8.3,25.3,27.0,7.0,2.7,13.3,45.3,90.7,11.3,33.3,3.7,20.7,23.0,9.3,33.3,27.3,10.0,4.7,13.3,42.3,90.7,13.3,39.3,4.3,18.7,23.7,12.0,33.0,27.3,8.3,4.3,16.0,ATL,CHI,2023-01-23,11,1.5,0.0,100,111,211,240.0,0.0
1423,1423,1423,1423,1423,126,0,41.3,93.3,16.3,39.7,5.0,20.0,23.3,14.3,36.0,26.7,6.7,5.7,14.3,42.3,92.0,12.7,34.0,4.3,16.0,20.0,9.0,33.0,26.0,8.0,6.0,11.7,40.7,83.0,12.0,31.0,3.3,25.7,30.7,8.0,32.7,25.3,4.0,5.7,12.3,46.7,91.7,13.7,36.0,4.0,15.3,22.7,10.7,31.3,31.7,8.3,5.0,11.0,BOS,ORL,2023-01-23,15,-7.5,0.0,98,113,211,229.0,0.0
1424,1424,1424,1424,1424,1871,1,38.7,88.0,12.0,31.3,3.3,24.3,33.7,10.7,37.3,27.3,7.7,5.3,15.7,39.7,90.0,11.7,31.7,4.0,18.7,26.0,9.3,35.3,25.7,9.3,4.7,15.3,43.7,90.0,8.0,28.7,4.0,20.0,27.0,9.3,29.0,25.7,11.0,6.3,11.7,44.0,86.7,12.3,32.3,4.0,18.0,22.0,9.0,35.3,23.3,5.7,4.3,17.0,PHX,CHO,2023-01-24,-31,-7.5,1.0,128,97,225,222.5,1.0
1425,1425,1425,1425,1425,364,0,43.7,90.0,8.0,28.7,4.0,20.0,27.0,9.3,29.0,25.7,11.0,6.3,11.7,44.0,86.7,12.3,32.3,4.0,18.0,22.0,9.0,35.3,23.3,5.7,4.3,17.0,38.7,88.0,12.0,31.3,3.3,24.3,33.7,10.7,37.3,27.3,7.7,5.3,15.7,39.7,90.0,11.7,31.7,4.0,18.7,26.0,9.3,35.3,25.7,9.3,4.7,15.3,CHA,PHO,2023-01-24,31,7.5,0.0,97,128,225,222.5,1.0
1426,1426,1426,1426,1426,1554,1,43.0,87.0,12.7,32.3,3.3,16.3,23.3,14.3,29.0,23.7,6.0,3.7,12.3,46.3,95.0,14.7,36.7,4.3,19.3,23.3,16.3,29.0,25.3,7.7,5.7,9.0,44.0,84.0,12.3,30.0,4.3,13.7,19.0,10.0,31.0,28.7,6.7,6.0,13.3,41.7,89.7,16.0,38.7,5.0,13.0,17.3,12.0,29.0,23.7,7.3,5.7,13.0,NYK,CLE,2023-01-24,-2,3.0,1.0,105,103,208,220.0,0.0
1427,1427,1427,1427,1427,444,0,44.0,84.0,12.3,30.0,4.3,13.7,19.0,10.0,31.0,28.7,6.7,6.0,13.3,41.7,89.7,16.0,38.7,5.0,13.0,17.3,12.0,29.0,23.7,7.3,5.7,13.0,43.0,87.0,12.7,32.3,3.3,16.3,23.3,14.3,29.0,23.7,6.0,3.7,12.3,46.3,95.0,14.7,36.7,4.3,19.3,23.3,16.3,29.0,25.3,7.7,5.7,9.0,CLE,NYK,2023-01-24,2,-3.0,0.0,103,105,208,220.0,0.0
1428,1428,1428,1428,1428,1474,1,38.3,83.0,10.3,31.7,3.3,14.3,20.0,9.3,30.0,26.7,10.3,4.0,17.3,41.3,83.0,11.7,33.0,4.3,21.3,25.7,9.0,33.3,27.3,9.7,2.7,14.7,44.0,83.3,10.7,25.7,2.3,19.7,30.3,10.0,28.0,29.0,11.0,3.7,13.0,39.7,84.7,9.0,30.0,3.0,21.7,27.0,14.0,27.7,23.3,5.7,5.7,15.3,NOP,DEN,2023-01-24,1,3.0,1.0,98,99,197,232.0,0.0
1429,1429,1429,1429,1429,602,0,44.0,83.3,10.7,25.7,2.3,19.7,30.3,10.0,28.0,29.0,11.0,3.7,13.0,39.7,84.7,9.0,30.0,3.0,21.7,27.0,14.0,27.7,23.3,5.7,5.7,15.3,38.3,83.0,10.3,31.7,3.3,14.3,20.0,9.3,30.0,26.7,10.3,4.0,17.3,41.3,83.0,11.7,33.0,4.3,21.3,25.7,9.0,33.3,27.3,9.7,2.7,14.7,DEN,NOP,2023-01-24,-1,-3.0,0.0,99,98,197,232.0,0.0
1430,1430,1430,1430,1430,1237,1,39.3,81.0,8.0,29.7,3.3,18.0,23.3,9.0,32.3,23.0,10.0,1.3,15.0,37.0,79.3,13.0,32.7,4.0,16.0,21.3,9.0,29.7,24.0,9.7,2.7,17.3,39.0,92.0,15.7,40.7,4.3,14.7,18.7,12.3,34.7,23.3,8.0,5.7,16.7,43.0,90.0,12.0,32.7,3.7,13.7,18.0,7.3,35.3,24.7,9.0,6.3,13.3,MIA,BOS,2023-01-24,-3,-2.5,1.0,98,95,193,214.5,0.0
1431,1431,1431,1431,1431,1078,1,42.0,89.3,11.3,35.0,3.7,22.7,28.7,8.7,36.0,24.3,7.0,5.0,9.0,41.0,91.7,11.7,35.0,4.7,22.7,30.7,16.3,33.0,23.7,4.7,6.3,12.0,41.0,83.3,14.0,30.0,4.7,19.3,24.0,12.0,30.7,24.7,3.7,3.7,10.7,43.7,85.3,15.3,31.0,4.7,14.0,20.7,11.0,27.7,25.0,3.3,3.7,8.0,LAL,LAC,2023-01-24,18,4.5,0.0,115,133,248,231.5,1.0
1432,1432,1432,1432,1432,1001,0,41.0,83.3,14.0,30.0,4.7,19.3,24.0,12.0,30.7,24.7,3.7,3.7,10.7,43.7,85.3,15.3,31.0,4.7,14.0,20.7,11.0,27.7,25.0,3.3,3.7,8.0,42.0,89.3,11.3,35.0,3.7,22.7,28.7,8.7,36.0,24.3,7.0,5.0,9.0,41.0,91.7,11.7,35.0,4.7,22.7,30.7,16.3,33.0,23.7,4.7,6.3,12.0,LAC,LAL,2023-01-24,-18,-4.5,1.0,133,115,248,231.5,1.0
1433,1433,1433,1433,1433,921,1,37.3,91.3,11.0,34.0,3.7,22.3,29.0,15.7,29.3,22.7,8.7,5.3,19.3,45.3,89.0,14.0,32.3,4.3,19.3,27.3,13.0,32.0,35.3,12.3,6.3,16.0,47.3,94.0,11.0,32.0,3.0,17.3,21.0,11.0,33.3,26.7,12.0,4.0,11.0,39.7,88.3,13.0,39.3,4.7,16.3,22.7,11.0,33.0,28.0,6.3,3.7,18.7,IND,CHI,2023-01-24,-6,1.5,1.0,116,110,226,234.5,0.0
1434,1434,1434,1434,1434,283,0,47.3,94.0,11.0,32.0,3.0,17.3,21.0,11.0,33.3,26.7,12.0,4.0,11.0,39.7,88.3,13.0,39.3,4.7,16.3,22.7,11.0,33.0,28.0,6.3,3.7,18.7,37.3,91.3,11.0,34.0,3.7,22.3,29.0,15.7,29.3,22.7,8.7,5.3,19.3,45.3,89.0,14.0,32.3,4.3,19.3,27.3,13.0,32.0,35.3,12.3,6.3,16.0,CHI,IND,2023-01-24,6,-1.5,0.0,110,116,226,234.5,0.0
1435,1435,1435,1435,1435,524,1,38.7,81.3,15.7,38.3,4.7,18.7,26.0,10.7,24.7,20.7,5.0,2.3,12.0,39.0,77.3,9.7,24.7,3.0,23.0,26.0,7.0,33.0,21.0,5.3,2.7,12.3,45.0,92.0,16.0,37.0,4.3,18.0,22.3,11.0,33.7,31.0,6.0,5.3,11.7,42.3,92.3,13.0,34.7,4.3,19.0,24.0,12.7,31.7,22.0,6.7,5.0,10.3,DAL,WAS,2023-01-24,1,-7.0,0.0,126,127,253,223.5,1.0
1436,1436,1436,1436,1436,2343,0,45.0,92.0,16.0,37.0,4.3,18.0,22.3,11.0,33.7,31.0,6.0,5.3,11.7,42.3,92.3,13.0,34.7,4.3,19.0,24.0,12.7,31.7,22.0,6.7,5.0,10.3,38.7,81.3,15.7,38.3,4.7,18.7,26.0,10.7,24.7,20.7,5.0,2.3,12.0,39.0,77.3,9.7,24.7,3.0,23.0,26.0,7.0,33.0,21.0,5.3,2.7,12.3,WAS,DAL,2023-01-24,-1,7.0,1.0,127,126,253,223.5,1.0
1437,1437,1437,1437,1437,127,0,39.0,92.0,15.7,40.7,4.3,14.7,18.7,12.3,34.7,23.3,8.0,5.7,16.7,43.0,90.0,12.0,32.7,3.7,13.7,18.0,7.3,35.3,24.7,9.0,6.3,13.3,39.3,81.0,8.0,29.7,3.3,18.0,23.3,9.0,32.3,23.0,10.0,1.3,15.0,37.0,79.3,13.0,32.7,4.0,16.0,21.3,9.0,29.7,24.0,9.7,2.7,17.3,BOS,MIA,2023-01-24,3,2.5,0.0,95,98,193,214.5,0.0
1438,1438,1438,1438,1438,1632,1,44.0,91.7,13.0,34.7,5.7,12.3,16.0,11.7,31.0,27.7,6.7,4.3,11.3,38.7,87.7,11.3,33.0,3.3,19.0,28.3,14.3,33.3,23.3,5.7,5.7,15.7,46.7,89.3,11.3,30.7,3.3,14.3,18.3,9.7,31.0,25.0,5.7,4.0,13.7,46.0,89.0,12.3,32.7,4.0,14.7,19.0,10.0,29.0,27.7,9.7,2.7,11.0,OKC,ATL,2023-01-25,5,1.0,0.0,132,137,269,238.0,1.0
1439,1439,1439,1439,1439,2187,0,44.3,87.7,12.0,27.0,4.0,17.7,23.0,10.3,31.0,23.7,9.0,6.3,12.3,41.0,85.3,17.0,38.7,4.3,17.7,21.3,11.0,30.7,28.7,8.3,5.7,15.3,45.3,86.3,15.7,37.0,5.7,19.7,23.7,9.0,36.0,30.0,5.7,4.0,15.7,44.7,94.7,13.3,34.7,4.3,11.3,14.7,11.3,26.3,25.3,7.3,2.3,13.0,TOR,SAC,2023-01-25,-18,3.5,1.0,113,95,208,237.5,0.0
1440,1440,1440,1440,1440,1949,1,41.3,87.7,15.3,38.7,5.7,20.0,25.3,10.7,28.7,25.7,6.7,4.7,11.7,44.3,85.7,10.3,27.7,3.3,18.7,24.0,9.7,35.0,25.7,6.7,5.7,13.0,41.0,87.0,17.0,37.0,5.3,18.3,23.7,10.3,35.0,25.0,6.0,4.0,11.3,39.3,85.7,11.7,30.3,5.7,17.0,25.0,11.0,33.7,23.7,5.3,6.3,12.0,POR,UTA,2023-01-25,-10,-3.5,1.0,134,124,258,239.0,1.0
1441,1441,1441,1441,1441,2268,0,41.0,87.0,17.0,37.0,5.3,18.3,23.7,10.3,35.0,25.0,6.0,4.0,11.3,39.3,85.7,11.7,30.3,5.7,17.0,25.0,11.0,33.7,23.7,5.3,6.3,12.0,41.3,87.7,15.3,38.7,5.7,20.0,25.3,10.7,28.7,25.7,6.7,4.7,11.7,44.3,85.7,10.3,27.7,3.3,18.7,24.0,9.7,35.0,25.7,6.7,5.7,13.0,UTA,POR,2023-01-25,10,3.5,0.0,124,134,258,239.0,1.0
1442,1442,1442,1442,1442,2027,1,45.3,86.3,15.7,37.0,5.7,19.7,23.7,9.0,36.0,30.0,5.7,4.0,15.7,44.7,94.7,13.3,34.7,4.3,11.3,14.7,11.3,26.3,25.3,7.3,2.3,13.0,44.3,87.7,12.0,27.0,4.0,17.7,23.0,10.3,31.0,23.7,9.0,6.3,12.3,41.0,85.3,17.0,38.7,4.3,17.7,21.3,11.0,30.7,28.7,8.3,5.7,15.3,SAC,TOR,2023-01-25,18,-3.5,0.0,95,113,208,237.5,0.0
1443,1443,1443,1443,1443,204,0,43.0,80.3,14.3,31.3,5.7,16.0,25.3,5.7,33.7,27.7,7.0,6.3,12.0,39.0,87.7,13.3,33.0,4.3,21.7,30.3,11.7,34.0,27.3,6.7,2.0,12.0,43.0,82.3,11.0,28.3,3.0,21.0,25.3,9.7,31.0,25.3,8.0,5.0,13.7,39.7,83.7,11.3,34.7,4.0,20.0,26.0,8.3,27.0,22.3,4.7,4.3,13.7,BKN,PHI,2023-01-25,4,7.5,1.0,133,137,270,225.0,1.0
1444,1444,1444,1444,1444,1712,1,41.3,83.0,13.3,30.3,3.7,22.0,27.3,7.3,33.7,24.7,5.0,6.0,11.3,42.7,89.7,15.3,38.3,4.3,14.7,20.0,9.3,31.3,29.0,6.7,4.7,12.0,38.3,93.0,10.3,35.3,4.0,24.3,30.3,13.7,30.3,23.0,8.7,5.3,13.7,44.0,87.3,10.3,27.7,2.7,20.3,28.7,12.3,33.7,28.0,10.0,5.7,15.7,ORL,IND,2023-01-25,-6,-5.0,1.0,126,120,246,234.5,1.0
1445,1445,1445,1445,1445,922,0,38.3,93.0,10.3,35.3,4.0,24.3,30.3,13.7,30.3,23.0,8.7,5.3,13.7,44.0,87.3,10.3,27.7,2.7,20.3,28.7,12.3,33.7,28.0,10.0,5.7,15.7,41.3,83.0,13.3,30.3,3.7,22.0,27.3,7.3,33.7,24.7,5.0,6.0,11.3,42.7,89.7,15.3,38.3,4.3,14.7,20.0,9.3,31.3,29.0,6.7,4.7,12.0,IND,ORL,2023-01-25,6,5.0,0.0,120,126,246,234.5,1.0
1446,1446,1446,1446,1446,48,0,46.7,89.3,11.3,30.7,3.3,14.3,18.3,9.7,31.0,25.0,5.7,4.0,13.7,46.0,89.0,12.3,32.7,4.0,14.7,19.0,10.0,29.0,27.7,9.7,2.7,11.0,44.0,91.7,13.0,34.7,5.7,12.3,16.0,11.7,31.0,27.7,6.7,4.3,11.3,38.7,87.7,11.3,33.0,3.3,19.0,28.3,14.3,33.3,23.3,5.7,5.7,15.7,ATL,OKC,2023-01-25,-5,-1.0,1.0,137,132,269,238.0,1.0
1447,1447,1447,1447,1447,1790,1,43.0,82.3,11.0,28.3,3.0,21.0,25.3,9.7,31.0,25.3,8.0,5.0,13.7,39.7,83.7,11.3,34.7,4.0,20.0,26.0,8.3,27.0,22.3,4.7,4.3,13.7,43.0,80.3,14.3,31.3,5.7,16.0,25.3,5.7,33.7,27.7,7.0,6.3,12.0,39.0,87.7,13.3,33.0,4.3,21.7,30.3,11.7,34.0,27.3,6.7,2.0,12.0,PHI,BKN,2023-01-25,-4,-7.5,0.0,137,133,270,225.0,1.0
1448,1448,1448,1448,1448,1396,0,41.3,87.7,16.7,41.0,6.3,19.0,23.0,7.7,28.3,23.3,10.7,7.0,15.0,42.7,84.7,11.3,27.3,4.0,19.7,30.0,11.7,35.3,24.7,7.7,5.7,19.0,38.7,84.7,7.7,30.3,2.7,16.3,20.7,11.0,30.0,23.7,10.3,4.0,16.0,37.7,78.3,11.3,32.3,4.0,20.7,24.7,8.0,31.3,24.0,8.7,3.7,15.7,MIN,NOP,2023-01-25,-9,2.5,1.0,111,102,213,229.5,0.0
1449,1449,1449,1449,1449,1315,1,46.7,90.0,18.7,43.3,5.3,15.3,18.7,8.7,34.0,28.7,6.3,5.7,14.3,45.7,91.3,11.0,29.7,5.0,19.7,28.0,13.3,30.7,26.3,8.7,3.7,12.7,42.0,81.7,11.7,29.7,2.7,15.0,24.0,9.7,28.3,29.0,10.3,4.7,12.3,38.3,86.0,6.7,28.0,3.0,20.0,24.3,14.7,29.3,20.7,5.3,3.3,14.3,MIL,DEN,2023-01-25,-8,-12.5,0.0,107,99,206,227.5,0.0
1450,1450,1450,1450,1450,603,0,42.0,81.7,11.7,29.7,2.7,15.0,24.0,9.7,28.3,29.0,10.3,4.7,12.3,38.3,86.0,6.7,28.0,3.0,20.0,24.3,14.7,29.3,20.7,5.3,3.3,14.3,46.7,90.0,18.7,43.3,5.3,15.3,18.7,8.7,34.0,28.7,6.3,5.7,14.3,45.7,91.3,11.0,29.7,5.0,19.7,28.0,13.3,30.7,26.3,8.7,3.7,12.7,DEN,MIL,2023-01-25,8,12.5,1.0,99,107,206,227.5,0.0
1451,1451,1451,1451,1451,1079,1,41.7,91.3,13.0,37.0,5.3,23.0,30.7,9.7,33.7,22.7,6.7,5.3,9.0,43.7,90.7,15.0,37.7,5.0,19.7,26.7,14.0,35.3,24.3,5.0,7.7,12.3,45.0,92.0,11.3,29.0,3.0,18.3,22.7,13.0,29.7,29.0,7.3,3.0,12.0,47.7,87.0,12.7,28.0,4.0,17.3,22.0,9.7,29.3,29.0,8.3,4.7,13.0,LAL,SAS,2023-01-25,-9,-8.0,1.0,113,104,217,246.0,0.0
1452,1452,1452,1452,1452,2107,0,45.0,92.0,11.3,29.0,3.0,18.3,22.7,13.0,29.7,29.0,7.3,3.0,12.0,47.7,87.0,12.7,28.0,4.0,17.3,22.0,9.7,29.3,29.0,8.3,4.7,13.0,41.7,91.3,13.0,37.0,5.3,23.0,30.7,9.7,33.7,22.7,6.7,5.3,9.0,43.7,90.7,15.0,37.7,5.0,19.7,26.7,14.0,35.3,24.3,5.0,7.7,12.3,SAS,LAL,2023-01-25,9,8.0,0.0,104,113,217,246.0,0.0
1453,1453,1453,1453,1453,840,1,42.7,86.0,10.0,28.7,4.0,18.0,27.7,13.0,37.0,23.0,6.3,5.3,20.0,42.3,90.0,14.0,39.7,5.7,17.7,23.7,8.7,27.3,22.0,11.3,8.7,13.0,45.0,91.0,15.0,35.3,3.7,22.0,28.3,11.0,35.3,30.0,6.0,5.7,10.3,43.0,91.7,10.3,30.0,3.0,20.0,25.7,12.3,30.3,20.7,6.0,5.3,9.3,HOU,WAS,2023-01-25,5,2.0,0.0,103,108,211,234.0,0.0
1454,1454,1454,1454,1454,2344,0,45.0,91.0,15.0,35.3,3.7,22.0,28.3,11.0,35.3,30.0,6.0,5.7,10.3,43.0,91.7,10.3,30.0,3.0,20.0,25.7,12.3,30.3,20.7,6.0,5.3,9.3,42.7,86.0,10.0,28.7,4.0,18.0,27.7,13.0,37.0,23.0,6.3,5.3,20.0,42.3,90.0,14.0,39.7,5.7,17.7,23.7,8.7,27.3,22.0,11.3,8.7,13.0,WAS,HOU,2023-01-25,-5,-2.0,1.0,108,103,211,234.0,0.0
1455,1455,1455,1455,1455,760,1,41.0,92.0,18.0,42.3,5.0,18.0,23.0,10.7,34.0,27.0,9.7,4.3,14.3,42.7,90.3,13.7,33.7,4.7,19.3,26.7,12.3,34.3,25.0,7.0,6.7,15.7,41.0,97.3,10.7,32.3,3.3,17.7,25.7,16.3,32.3,26.7,9.3,4.7,16.3,42.0,89.7,16.0,38.7,4.3,22.3,26.7,8.7,38.0,28.7,9.0,5.7,16.3,GSW,MEM,2023-01-25,-2,-2.5,0.0,122,120,242,246.0,0.0
1456,1456,1456,1456,1456,1157,0,41.0,97.3,10.7,32.3,3.3,17.7,25.7,16.3,32.3,26.7,9.3,4.7,16.3,42.0,89.7,16.0,38.7,4.3,22.3,26.7,8.7,38.0,28.7,9.0,5.7,16.3,41.0,92.0,18.0,42.3,5.0,18.0,23.0,10.7,34.0,27.0,9.7,4.3,14.3,42.7,90.3,13.7,33.7,4.7,19.3,26.7,12.3,34.3,25.0,7.0,6.7,15.7,MEM,GSW,2023-01-25,2,2.5,1.0,120,122,242,246.0,0.0
1457,1457,1457,1457,1457,1475,1,38.7,84.7,7.7,30.3,2.7,16.3,20.7,11.0,30.0,23.7,10.3,4.0,16.0,37.7,78.3,11.3,32.3,4.0,20.7,24.7,8.0,31.3,24.0,8.7,3.7,15.7,41.3,87.7,16.7,41.0,6.3,19.0,23.0,7.7,28.3,23.3,10.7,7.0,15.0,42.7,84.7,11.3,27.3,4.0,19.7,30.0,11.7,35.3,24.7,7.7,5.7,19.0,NOP,MIN,2023-01-25,9,-2.5,0.0,102,111,213,229.5,0.0
1458,1458,1458,1458,1458,525,0,39.7,83.0,13.7,34.3,4.3,20.0,26.7,10.0,27.7,20.0,5.3,2.0,9.7,36.7,76.3,9.0,26.0,2.3,27.3,33.0,6.7,35.3,21.0,5.3,2.3,11.7,41.3,91.0,15.7,35.0,4.3,19.0,24.3,11.7,38.3,30.0,7.3,7.7,16.0,38.3,94.7,10.0,31.3,4.0,18.0,23.7,12.0,34.7,23.0,9.3,4.3,15.7,DAL,PHX,2023-01-26,-4,1.0,1.0,99,95,194,221.0,0.0
1459,1459,1459,1459,1459,1002,1,45.7,80.7,15.3,31.3,3.7,18.7,22.0,9.0,32.7,25.3,4.7,4.7,10.3,42.7,88.0,14.3,33.7,5.7,13.3,21.3,11.0,23.7,23.3,4.7,2.7,7.3,46.0,95.0,11.7,29.0,3.0,15.3,19.3,14.3,26.3,28.7,7.0,2.3,11.7,48.7,87.7,15.0,31.3,4.7,18.0,24.0,10.0,31.3,30.0,9.0,5.0,12.3,LAC,SAS,2023-01-26,-38,-13.0,1.0,138,100,238,234.0,1.0
