"Date","Opponent","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked"
"2022-10-19","HOU",106,117,38,65,0.5846153846153846,7,25,0.28,0.28,20,46,30,21,0,0.6052631578947368,0.6388888888888888,1,0.2777777777777778,0.5229449438202247,0.5388888888888889,0.5792079207920792,4,2,0.03076923076923077,1,0.04
"2022-10-21","ORL",102,108,27,58,0.46551724137931033,13,31,0.41935483870967744,0.41935483870967744,15,30,24,33,6,0.5555555555555556,0.5555555555555556,0.8461538461538461,0.34831460674157305,0.5318578651685393,0.5224719101123596,0.5567010309278351,0,6,0.10344827586206896,1,0.03225806451612903
"2022-10-23","CHA",101,109,31,60,0.5166666666666667,8,35,0.22857142857142856,0.22857142857142856,23,30,32,24,0,0.4838709677419355,0.5357142857142857,1,0.3684210526315789,0.5408792553191489,0.45263157894736844,0.5046296296296297,6,5,0.08333333333333333,1,0.02857142857142857
"2022-10-26","DET",97,118,37,69,0.5362318840579711,8,22,0.36363636363636365,0.36363636363636365,20,36,38,12,12,0.4864864864864865,0.5294117647058824,0.5,0.24175824175824176,0.5101627777777777,0.5384615384615384,0.58,6,6,0.08695652173913043,0,0
"2022-10-28","DET",97,136,43,68,0.6323529411764706,12,29,0.41379310344827586,0.41379310344827586,14,46,40,24,12,0.5348837209302325,0.5609756097560976,0.6666666666666666,0.29896907216494845,0.5013682291666667,0.6288659793814433,0.6476190476190476,4,4,0.058823529411764705,0,0
"2022-10-29","MIL",99,115,32,65,0.49230769230769234,13,29,0.4482758620689655,0.4642857142857143,12,22,42,24,15,0.34375,0.4074074074074074,0.6153846153846154,0.30851063829787234,0.4942365591397849,0.5478723404255319,0.5643564356435643,10,4,0.06153846153846154,1,0.034482758620689655
"2022-10-31","TOR",102,109,28,55,0.509090909090909,11,29,0.3793103448275862,0.3793103448275862,20,38,18,27,6,0.6785714285714286,0.7307692307692307,0.8181818181818182,0.34523809523809523,0.5150720238095238,0.5297619047619048,0.5736842105263158,4,8,0.14545454545454545,1,0.034482758620689655
"2022-11-02","NYK",100,112,32,73,0.4383561643835616,12,34,0.35294117647058826,0.35294117647058826,12,32,32,36,0,0.5,0.5517241379310345,1,0.3177570093457944,0.5414158878504672,0.4672897196261682,0.49122807017543857,6,9,0.1232876712328767,0,0
"2022-11-05","NOP",111,124,38,67,0.5671641791044776,9,36,0.25,0.25,21,44,32,18,9,0.5789473684210527,0.6285714285714286,0.6666666666666666,0.34951456310679613,0.557800495049505,0.5,0.543859649122807,6,6,0.08955223880597014,0,0
"2022-11-07","MIL",101,117,35,70,0.5,11,29,0.3793103448275862,0.3793103448275862,14,36,34,15,18,0.5142857142857142,0.5625,0.45454545454545453,0.29292929292929293,0.5209782828282828,0.5202020202020202,0.5518867924528302,6,8,0.11428571428571428,1,0.034482758620689655
"2022-11-09","UTA",103,119,43,81,0.5308641975308642,8,28,0.2857142857142857,0.2857142857142857,9,34,52,21,3,0.3953488372093023,0.4358974358974359,0.875,0.25688073394495414,0.534508256880734,0.5045871559633027,0.5265486725663717,8,6,0.07407407407407407,0,0
"2022-11-10","PHI",106,104,33,62,0.532258064516129,6,26,0.23076923076923078,0.23076923076923078,20,28,38,15,3,0.42424242424242425,0.4666666666666667,0.8333333333333334,0.29545454545454547,0.5500385057471264,0.4772727272727273,0.5306122448979592,6,5,0.08064516129032258,0,0
"2022-11-12","PHI",100,109,34,65,0.5230769230769231,6,24,0.25,0.25,23,34,34,9,9,0.5,0.53125,0.5,0.2696629213483146,0.5227426136363637,0.48314606741573035,0.5505050505050505,4,5,0.07692307692307693,0,0
"2022-11-14","MIL",100,121,37,72,0.5138888888888888,7,20,0.35,0.35,26,36,38,15,6,0.4864864864864865,0.5454545454545454,0.7142857142857143,0.21739130434782608,0.5149652173913044,0.5163043478260869,0.5666666666666667,8,3,0.041666666666666664,0,0
"2022-11-16","BOS",100,101,35,69,0.5072463768115942,7,32,0.21875,0.21875,10,30,40,18,3,0.42857142857142855,0.45454545454545453,0.8571428571428571,0.31683168316831684,0.5174782178217822,0.4504950495049505,0.47641509433962265,4,8,0.11594202898550725,0,0
"2022-11-19","TOR",110,124,39,67,0.582089552238806,7,25,0.28,0.28,25,38,40,12,9,0.48717948717948717,0.5428571428571428,0.5714285714285714,0.2717391304347826,0.5658858695652175,0.5380434782608695,0.5700934579439252,8,6,0.08955223880597014,0,0
"2022-11-21","CLE",98,102,27,53,0.5094339622641509,11,34,0.3235294117647059,0.3235294117647059,15,34,20,21,12,0.6296296296296297,0.6296296296296297,0.6363636363636364,0.39080459770114945,0.5431212643678162,0.5,0.5368421052631579,0,3,0.05660377358490566,0,0
"2022-11-23","SAC",103,115,30,62,0.4838709677419355,11,30,0.36666666666666664,0.36666666666666664,22,30,30,24,9,0.5,0.5172413793103449,0.7272727272727273,0.32608695652173914,0.5139097826086957,0.5054347826086957,0.5643564356435643,2,2,0.03225806451612903,0,0
"2022-11-25","HOU",103,122,24,43,0.5581395348837209,15,39,0.38461538461538464,0.38461538461538464,29,14,34,21,24,0.2916666666666667,0.2916666666666667,0.4666666666666667,0.47560975609756095,0.48153475609756097,0.5670731707317073,0.6122448979591837,0,3,0.06976744186046512,1,0.02564102564102564
