"Date","Opponent","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked"
"2020-12-23","SAS",107,119,39,68,0.5735294117647058,10,27,0.37037037037037035,0.37037037037037035,11,34,44,30,0,0.4358974358974359,0.4473684210526316,1,0.28421052631578947,0.5424447368421053,0.5684210526315789,0.5776699029126213,2,7,0.10294117647058823,1,0.037037037037037035
"2020-12-26","ATL",103,112,24,50,0.48,13,43,0.3023255813953488,0.3023255813953488,25,16,32,36,3,0.3333333333333333,0.34782608695652173,0.9230769230769231,0.46236559139784944,0.5182623655913978,0.46774193548387094,0.5186915887850467,2,4,0.08,1,0.023255813953488372
"2020-12-28","BKN",109,116,32,69,0.463768115942029,10,29,0.3448275862068966,0.3448275862068966,22,24,40,24,6,0.375,0.41379310344827586,0.8,0.29591836734693877,0.5281918367346938,0.47959183673469385,0.5181818181818182,6,6,0.08695652173913043,0,0
"2020-12-30","BOS",102,107,31,60,0.5166666666666667,9,33,0.2727272727272727,0.2727272727272727,18,34,28,27,0,0.5483870967741935,0.5862068965517241,1,0.3548387096774194,0.5184817204301075,0.478494623655914,0.5144230769230769,4,10,0.16666666666666666,1,0.030303030303030304
"2021-01-01","CHA",98,108,29,51,0.5686274509803921,14,39,0.358974358974359,0.3684210526315789,8,42,16,39,3,0.7241379310344828,0.7777777777777778,0.9285714285714286,0.43333333333333335,0.5554185393258427,0.5555555555555556,0.5684210526315789,4,4,0.0784313725490196,0,0
"2021-01-03","LAL",95,94,30,62,0.4838709677419355,9,33,0.2727272727272727,0.2727272727272727,7,28,32,27,0,0.4666666666666667,0.56,1,0.3473684210526316,0.5350668421052631,0.45789473684210524,0.47959183673469385,10,4,0.06451612903225806,1,0.030303030303030304
"2021-01-05","LAL",95,92,26,61,0.4262295081967213,10,26,0.38461538461538464,0.38461538461538464,10,32,20,24,6,0.6153846153846154,0.6666666666666666,0.8,0.2988505747126437,0.5275494252873563,0.47126436781609193,0.5054945054945055,4,8,0.13114754098360656,0,0
"2021-01-07","CLE",92,90,25,52,0.4807692307692308,11,31,0.3548387096774194,0.3548387096774194,7,36,14,27,6,0.72,0.782608695652174,0.8181818181818182,0.37349397590361444,0.544033734939759,0.5,0.5172413793103449,4,3,0.057692307692307696,0,0
"2021-01-08","BKN",101,115,32,66,0.48484848484848486,13,32,0.40625,0.40625,12,38,26,30,9,0.59375,0.6551724137931034,0.7692307692307693,0.32653061224489793,0.49330714285714283,0.5255102040816326,0.5528846153846154,6,4,0.06060606060606061,0,0
"2021-01-11","CLE",95,101,35,58,0.603448275862069,5,20,0.25,0.25,16,56,14,12,3,0.8,0.8484848484848485,0.8,0.2564102564102564,0.5462256410256411,0.5448717948717948,0.5738636363636364,4,7,0.1206896551724138,0,0
"2021-01-13","MIN",100,118,42,81,0.5185185185185185,8,25,0.32,0.32,10,52,32,21,3,0.6190476190476191,0.7222222222222222,0.875,0.2358490566037736,0.5468849056603774,0.5094339622641509,0.5315315315315315,12,5,0.06172839506172839,1,0.04
"2021-01-16","PHI",102,106,35,70,0.5,8,29,0.27586206896551724,0.2857142857142857,12,38,32,24,0,0.5428571428571428,0.5588235294117647,1,0.29292929292929293,0.5484714285714286,0.47474747474747475,0.4953271028037383,2,10,0.14285714285714285,1,0.034482758620689655
"2021-01-18","PHX",97,108,30,57,0.5263157894736842,11,26,0.4230769230769231,0.4230769230769231,15,42,18,30,3,0.7,0.75,0.9090909090909091,0.3132530120481928,0.5289331325301204,0.5602409638554217,0.5815217391304348,4,4,0.07017543859649122,0,0
"2021-01-30","SAS",99,129,34,56,0.6071428571428571,17,35,0.4857142857142857,0.4857142857142857,10,36,32,48,3,0.5294117647058824,0.5625,0.9411764705882353,0.38461538461538464,0.4902835164835165,0.6538461538461539,0.6666666666666666,4,5,0.08928571428571429,0,0
"2021-02-01","SAS",99,133,37,63,0.5873015873015873,15,30,0.5,0.5,14,44,30,45,0,0.5945945945945946,0.6470588235294118,1,0.3225806451612903,0.5105774193548387,0.6397849462365591,0.665,6,6,0.09523809523809523,1,0.03333333333333333
"2021-02-02","IND",104,116,33,68,0.4852941176470588,9,25,0.36,0.36,23,44,22,15,12,0.6666666666666666,0.7333333333333333,0.5555555555555556,0.26881720430107525,0.5360075268817205,0.5,0.558252427184466,6,6,0.08823529411764706,2,0.08
"2021-02-04","HOU",96,103,25,52,0.4807692307692308,12,35,0.34285714285714286,0.34285714285714286,17,34,16,33,3,0.68,0.68,0.9166666666666666,0.40229885057471265,0.5668844827586207,0.4942528735632184,0.5309278350515464,0,3,0.057692307692307696,0,0
"2021-02-06","NOP",95,109,27,51,0.5294117647058824,13,39,0.3333333333333333,0.3333333333333333,16,30,24,36,3,0.5555555555555556,0.5769230769230769,0.9230769230769231,0.43333333333333335,0.5306905555555556,0.5166666666666667,0.5505050505050505,2,8,0.1568627450980392,1,0.02564102564102564
"2021-02-08","TOR",94,113,24,48,0.5,13,39,0.3333333333333333,0.3333333333333333,26,32,16,33,6,0.6666666666666666,0.8,0.8461538461538461,0.4482758620689655,0.5599471264367817,0.5,0.55,8,2,0.041666666666666664,0,0
