,index,Unnamed: 0,home,fg_r,fga_r,3p_r,3pa_r,3p_max_r,ft_r,fta_r,orb_r,drb_r,ast_r,stl_r,blk_r,tov_r,fg_opp_r,fga_opp_r,3p_opp_r,3pa_opp_r,3p_max_opp_r,ft_opp_r,fta_opp_r,orb_opp_r,drb_opp_r,ast_opp_r,stl_opp_r,blk_opp_r,tov_opp_r,team,team_opp,date,PointDifference,Line,Covered
26,26,793,0,42.0,98.0,9.0,35.0,3.0,14.0,15.0,15.0,39.0,25.0,4.0,3.0,15.0,45.0,90.0,7.0,25.0,2.0,20.0,24.0,4.0,34.0,30.0,12.0,5.0,9.0,HOU,ATL,10/19/2022,10,10.0,0
27,27,1189,1,37.0,80.0,12.0,28.0,5.0,22.0,28.0,8.0,38.0,21.0,6.0,2.0,19.0,41.0,93.0,13.0,36.0,4.0,21.0,28.0,12.0,34.0,23.0,12.0,6.0,14.0,MIA,CHI,10/19/2022,8,-7.5,0
28,28,1745,1,38.0,81.5,9.0,29.0,3.0,17.5,20.5,5.0,32.5,16.5,7.0,4.0,12.0,40.0,83.0,12.5,38.5,4.0,15.5,21.0,6.5,35.5,24.0,6.0,4.5,11.0,PHI,MIL,10/20/2022,2,-4.0,0
29,29,1268,0,34.0,84.0,13.0,42.0,4.0,9.0,14.0,7.0,41.0,24.0,4.0,6.0,12.0,36.0,83.0,5.0,24.0,1.0,11.0,13.0,6.0,38.0,17.0,6.0,5.0,10.0,MIL,PHI,10/20/2022,-2,4.0,1
30,30,1032,1,36.5,94.0,9.5,42.5,2.5,20.5,25.5,8.5,34.5,23.0,12.5,4.5,15.5,41.0,89.5,12.5,37.0,3.5,18.5,27.0,10.5,42.5,24.5,9.0,5.5,20.0,LAL,LAC,10/20/2022,6,5.0,0
31,31,952,0,37.0,80.0,9.0,29.0,3.0,20.0,31.0,10.0,48.0,18.0,7.0,7.0,22.0,33.0,94.0,9.0,45.0,2.0,22.0,26.0,8.0,30.0,23.0,13.0,5.0,10.0,LAC,LAL,10/20/2022,-6,-5.0,1
32,32,80,0,43.5,80.5,13.0,34.0,3.5,18.5,21.5,9.0,30.5,20.5,6.0,7.0,14.5,41.0,86.0,10.5,30.0,4.0,18.0,21.5,7.5,26.0,19.5,8.0,3.0,11.5,BOS,MIA,10/21/2022,-7,-2.0,1
33,33,2298,1,41.5,86.0,10.5,28.5,3.5,14.5,17.5,9.5,36.5,23.5,6.5,9.0,16.0,36.0,88.0,11.0,34.5,3.0,20.5,27.0,11.0,29.0,20.0,7.5,4.0,14.0,WAS,CHI,10/21/2022,-2,-2.0,0
34,34,238,0,37.0,86.0,10.0,31.5,3.0,24.0,30.5,11.0,31.0,21.0,10.0,4.5,13.5,39.0,80.0,11.0,27.0,4.5,16.0,19.5,6.5,36.0,23.5,7.0,5.0,17.5,CHI,WAS,10/21/2022,2,2.0,0
35,35,1903,1,37.5,85.0,10.5,28.5,4.0,28.5,34.5,12.0,34.0,17.0,9.5,3.5,14.5,41.0,89.5,13.5,35.5,4.5,14.0,20.0,6.5,34.5,29.0,11.0,3.0,15.5,POR,PHX,10/21/2022,-2,5.0,1
36,36,1824,0,41.5,89.5,9.0,24.5,3.0,17.0,21.5,8.5,32.0,28.0,9.0,3.0,14.0,35.5,78.5,12.0,32.0,4.5,26.0,35.0,9.0,35.0,15.5,7.0,4.5,15.0,PHX,POR,10/21/2022,2,-5.0,0
37,37,1507,1,47.0,102.0,12.5,37.5,3.0,14.5,20.0,14.5,37.5,28.5,5.5,5.5,12.0,40.5,99.0,13.0,43.0,4.0,16.5,27.5,16.5,40.0,26.5,6.0,4.5,14.0,NYK,DET,10/21/2022,-24,-7.0,1
38,38,635,0,39.5,92.0,11.5,37.0,5.0,19.0,28.0,12.5,32.5,28.5,8.5,3.0,13.5,46.0,90.5,13.5,34.0,3.5,14.0,20.5,10.5,38.5,25.0,4.5,5.5,15.0,DET,NYK,10/21/2022,24,7.0,0
39,39,1348,1,44.0,100.5,10.5,35.5,3.0,22.0,28.0,17.5,40.0,22.5,5.5,6.0,17.0,43.5,105.0,17.0,47.5,4.5,16.0,21.5,17.5,38.0,30.5,8.5,7.0,13.0,MIN,UTA,10/21/2022,6,-8.0,0
40,40,2219,0,45.5,97.0,18.0,44.0,5.5,18.5,26.0,15.0,33.5,33.0,10.5,4.5,16.0,44.5,95.0,8.0,27.5,2.5,17.0,20.5,15.5,32.0,20.5,7.5,5.0,20.5,UTA,MIN,10/21/2022,-6,8.0,1
41,41,1190,1,39.5,86.0,10.0,27.0,4.0,17.0,21.5,9.5,31.5,22.0,7.0,2.5,14.0,41.0,86.0,13.5,34.5,3.5,18.0,21.5,12.0,32.5,20.0,8.0,8.5,16.5,MIA,BOS,10/21/2022,7,2.0,0
42,42,874,1,45.0,100.5,13.0,38.5,3.5,17.5,21.5,13.0,29.0,26.5,7.5,5.5,15.5,43.0,86.5,14.0,31.0,4.5,25.5,34.0,10.5,34.5,27.5,7.0,7.0,16.5,IND,SAS,10/21/2022,3,-1.0,0
43,43,714,1,43.5,93.5,15.5,44.5,4.5,20.5,25.0,9.0,32.5,32.5,10.5,3.5,18.0,43.0,90.0,12.5,37.0,4.0,20.0,25.0,10.5,34.0,26.5,11.0,3.0,20.5,GSW,DEN,10/21/2022,5,-5.5,0
44,44,794,1,43.0,95.5,12.5,35.0,3.5,16.0,22.5,14.0,35.5,21.5,4.0,4.5,14.5,45.0,94.0,13.0,33.5,3.5,20.0,26.5,10.5,33.5,28.0,10.0,7.5,10.5,HOU,MEM,10/21/2022,7,7.0,0
45,45,2061,0,42.0,90.0,12.0,32.5,4.5,23.5,32.5,10.5,30.0,28.0,8.5,6.0,16.0,49.5,99.0,12.0,32.0,3.5,20.5,22.5,14.0,32.5,29.0,7.5,8.0,15.5,SAS,IND,10/21/2022,-3,1.0,1
46,46,1,1,42.5,89.5,10.0,28.0,3.0,17.5,20.0,6.5,35.5,28.0,11.0,3.5,13.0,37.5,89.0,8.5,34.5,3.5,19.0,22.5,12.5,36.5,20.5,6.5,5.0,17.0,ATL,ORL,10/21/2022,-10,-9.0,1
47,47,2140,0,38.5,85.0,12.0,29.0,4.0,17.5,25.0,10.0,31.0,22.0,12.0,4.0,13.0,38.0,78.5,11.5,31.5,4.0,19.5,26.0,9.5,31.5,25.5,4.0,9.0,15.0,TOR,BKN,10/21/2022,4,2.5,0
48,48,159,1,39.0,84.5,11.5,34.0,4.5,19.0,26.5,11.0,30.5,24.0,6.5,11.5,14.5,45.5,93.0,11.5,27.0,4.0,15.0,21.5,14.5,36.5,28.0,9.0,4.0,12.5,BKN,TOR,10/21/2022,-4,-2.5,1
49,49,1666,0,37.5,83.0,9.5,32.0,4.0,19.0,24.5,10.0,36.0,18.5,7.0,6.0,18.5,40.0,91.5,13.5,34.5,5.0,17.0,20.0,10.5,33.0,28.5,10.5,3.0,14.5,ORL,ATL,10/21/2022,10,9.0,0
50,50,317,1,46.0,95.5,13.0,31.5,4.0,15.5,18.5,12.5,31.5,28.0,8.0,7.0,14.0,41.0,94.0,7.5,28.0,2.5,23.5,29.0,14.5,34.0,22.5,8.5,7.5,15.0,CHA,NOP,10/21/2022,12,6.5,0
51,51,556,0,43.0,84.5,10.0,28.0,3.5,19.0,21.5,11.0,27.0,25.5,10.0,2.5,20.5,42.0,85.5,15.5,41.0,4.5,23.5,29.0,9.0,30.0,30.5,10.0,2.0,18.5,DEN,GSW,10/21/2022,-5,5.5,1
52,52,1111,0,43.5,103.0,18.0,46.0,4.5,17.0,26.0,18.5,38.5,26.5,7.0,8.5,12.5,44.0,101.0,12.5,36.0,3.5,16.5,24.0,15.5,34.0,23.0,5.5,5.5,13.0,MEM,HOU,10/21/2022,-7,-7.0,0
53,53,1428,0,46.0,95.5,10.0,24.0,3.0,25.0,31.0,18.0,39.0,27.0,9.0,5.5,13.5,42.0,93.0,11.5,33.5,4.0,14.5,19.0,10.0,28.0,26.0,9.5,7.0,14.5,NOP,CHA,10/21/2022,-12,-6.5,1
54,54,1982,1,39.5,85.0,15.5,39.5,5.5,14.0,22.5,6.5,33.5,25.5,6.5,5.0,13.5,40.0,84.5,10.0,25.0,3.0,23.0,27.5,8.0,34.0,22.0,9.5,2.5,12.0,SAC,LAC,10/22/2022,2,2.5,1
55,55,953,0,39.0,80.5,9.0,25.5,3.0,20.0,26.5,7.5,41.5,21.0,7.5,5.0,17.5,36.5,89.5,11.5,40.0,3.5,18.5,26.0,8.5,30.0,23.5,9.0,5.0,11.0,LAC,SAC,10/22/2022,-2,-2.5,0
56,56,1746,1,37.66666667,82.33333333,9.333333333,29.66666667,3.0,18.66666667,23.0,7.333333333,31.0,19.66666667,6.666666667,4.333333333,12.0,41.0,85.0,13.66666667,38.33333333,4.0,14.33333333,19.0,8.333333333,34.0,25.0,5.666666667,5.333333333,12.0,PHI,SAS,10/22/2022,9,-13.5,0
